,0,period
10,"[451, 389, 71, 456, 521, 589, 270, 337, 529, 276, 277, 150, 214, 151, 90, 350, 32, 171, 44, 364, 492, 559, 304, 302, 179, 372, 437, 120]",1997
11,"[32, 389, 456, 364, 492, 302, 337, 529, 437, 120]",1997
12,"[389, 521, 270, 529, 276, 277, 151, 32, 44, 302, 179, 437, 451, 71, 456, 589, 337, 84, 214, 350, 364, 492, 372, 120]",1997
13,"[451, 389, 71, 456, 521, 589, 270, 337, 529, 84, 276, 150, 277, 90, 350, 32, 171, 44, 364, 492, 559, 304, 302, 179, 372, 437, 120]",1997
14,"[389, 270, 529, 277, 150, 151, 32, 171, 44, 302, 304, 179, 437, 451, 456, 337, 84, 214, 90, 350, 364, 492, 372, 120]",1997
15,"[389, 270, 529, 277, 150, 32, 171, 44, 302, 304, 437, 451, 456, 337, 84, 90, 350, 364, 492, 372, 120]",1997
16,"[360, 481, 163]",1998
17,"[360, 481, 11, 297]",1998
18,"[283, 149]",1998
19,"[304, 297, 11, 360]",1998
20,"[304, 283]",1998
21,"[11, 85, 149]",1998
22,"[304, 481, 163]",1998
23,"[128, 297, 283]",1998
24,"[128, 149]",1998
25,"[481, 11, 85]",1998
26,"[360, 11]",1998
27,"[304, 11, 163]",1998
28,"[128, 481, 163, 360, 297, 304]",1998
29,"[283, 304, 11, 128]",1998
30,"[481, 163, 360, 11, 304]",1998
31,"[360, 481, 85]",1998
32,"[297, 481]",1998
33,"[283, 85]",1998
34,"[360, 297]",1998
35,"[304, 11, 149]",1998
36,"[481, 149]",1998
37,"[304, 297, 149]",1998
38,"[304, 360]",1998
39,"[283, 297, 11]",1998
40,"[163, 85]",1998
41,"[128, 297, 304]",1998
42,"[304, 85]",1998
43,"[140, 118, 263]",1999
44,"[577, 263, 554, 140, 118, 572]",1999
45,"[33, 266, 201, 554]",1999
46,"[201, 266, 140, 118]",1999
47,"[577, 4, 199, 201, 266, 140, 33, 554, 118]",1999
48,"[33, 554, 263, 201, 199, 412, 93, 572]",1999
49,"[33, 4, 118, 263, 201, 199, 266, 140]",1999
50,"[33, 263, 199, 554, 412]",1999
51,"[33, 577, 263, 199, 201, 266, 554, 268, 140, 208, 597, 572, 93]",1999
52,"[577, 263, 201, 266, 268, 140, 597, 554, 118, 572]",1999
53,"[577, 33, 199, 201, 554, 266, 268]",1999
54,"[208, 33, 554, 4, 199, 266, 268, 263]",1999
55,"[33, 577, 263, 199, 201, 554, 140, 467, 118, 572, 93]",1999
56,"[33, 577, 263, 199, 201, 554, 467, 412, 572, 93]",1999
57,"[4, 201, 266, 140, 156]",1999
58,"[577, 263, 199, 201, 266, 597, 33, 554, 572]",1999
59,"[263, 201, 304, 595, 597, 412, 93]",1999
60,"[201, 266, 268, 597, 156, 93]",1999
61,"[33, 577, 263, 199, 201, 266, 554, 268, 467, 597, 572, 93, 383]",1999
62,"[33, 199, 208, 597, 412]",1999
63,"[33, 201, 304, 597, 412, 383]",1999
64,"[208, 33, 4, 263, 199, 266, 412, 575]",1999
65,"[263, 199, 201, 266, 268, 597, 156, 93, 33]",1999
66,"[201, 140, 268, 199]",1999
67,"[577, 4, 201, 266, 268, 140, 597, 93, 572]",1999
68,"[4, 199, 263, 201, 266, 140, 33, 115, 118]",1999
69,"[208, 597, 268, 263, 201, 199, 412, 93]",1999
70,"[208, 33, 304, 535, 199, 412, 268, 263]",1999
71,"[266, 268, 554, 263]",1999
72,"[577, 201, 572, 263]",1999
73,"[33, 263, 554, 266, 304, 412]",1999
74,"[201, 554, 572, 263]",1999
75,"[33, 266, 4, 199]",1999
76,"[263, 199, 201, 140, 268, 208, 597, 412, 93]",1999
77,"[140, 597, 268, 263, 201, 199, 412, 93]",1999
78,"[33, 554, 572, 263]",1999
79,"[1, 4, 265, 409, 156, 414, 160, 288, 290, 546, 292, 294, 39, 57, 59, 195, 453, 202, 465, 469, 217, 603, 607, 368]",2000
80,"[1, 195, 4, 453, 265, 202, 267, 79, 591, 465, 19, 469, 217, 603, 27, 414, 607, 160, 288, 290, 96, 224, 294, 39, 45, 368, 57, 59]",2000
81,"[160, 225, 290, 96, 217, 101, 294, 202, 267, 587, 45, 430, 19, 469, 57, 603, 188, 414]",2000
82,"[1, 450, 195, 579, 453, 197, 265, 202, 79, 465, 469, 217, 409, 603, 155, 474, 414, 607, 160, 96, 290, 224, 292, 45, 368, 244, 57, 59]",2000
83,"[1, 265, 409, 156, 414, 160, 288, 290, 292, 294, 39, 57, 59, 195, 453, 202, 465, 469, 217, 603, 607, 368]",2000
84,"[1, 450, 195, 453, 265, 202, 267, 587, 19, 469, 409, 603, 414, 607, 160, 96, 290, 101, 294, 39, 45, 430, 368, 115, 57]",2000
85,"[160, 1, 195, 217, 453, 294, 202, 368, 469, 57, 603, 59, 414, 607]",2000
86,"[1, 450, 195, 4, 453, 265, 202, 267, 587, 79, 591, 465, 19, 469, 217, 409, 27, 603, 414, 607, 160, 96, 224, 225, 290, 288, 294, 39, 45, 368, 115, 244, 57, 59]",2000
87,"[1, 195, 4, 453, 265, 202, 79, 465, 19, 469, 217, 603, 27, 414, 607, 160, 288, 290, 96, 294, 39, 45, 368, 57, 59]",2000
88,"[267, 19, 414, 160, 288, 290, 294, 45, 57, 579, 202, 587, 591, 469, 217, 474, 603, 96, 224]",2000
89,"[1, 450, 195, 579, 453, 265, 202, 267, 587, 79, 465, 19, 469, 217, 603, 27, 155, 414, 607, 160, 288, 292, 294, 39, 45, 368, 244, 57, 59]",2000
90,"[42, 367, 493, 135]",2001
91,"[384, 135, 474, 410, 288, 292, 42, 555, 183]",2001
92,"[474, 135, 183, 42, 493, 494, 367]",2001
93,"[195, 414, 453, 4, 42, 603, 430]",2001
94,"[42, 234, 410]",2001
95,"[164, 183, 135, 457, 42, 555, 493, 494]",2001
96,"[135, 474, 164, 234, 42, 555, 494, 367, 183]",2001
97,"[160, 453, 384, 135]",2001
98,"[500, 42, 422, 135, 234, 555, 410, 367]",2001
99,"[195, 414, 453, 135, 234, 45, 430, 367]",2001
100,"[160, 453, 42, 384]",2001
101,"[384, 500, 135, 457, 234, 555]",2001
102,"[474, 500, 453, 422, 135, 234, 555, 367]",2001
103,"[516, 164, 500, 135, 457, 234, 555, 494]",2001
104,"[516, 453, 135, 234, 367, 500]",2001
105,"[367, 493, 494, 135]",2001
106,"[42, 234, 140, 367, 414]",2001
107,"[13, 45, 135, 164, 493]",2001
108,"[234, 516, 414, 367]",2001
109,"[160, 453, 135, 45, 414, 607]",2001
110,"[42, 430, 135]",2001
111,"[183, 42, 367, 135]",2001
112,"[160, 384, 4, 453, 216, 603, 414]",2001
113,"[160, 195, 453, 42, 430, 414]",2001
114,"[234, 516, 135]",2001
115,"[42, 135, 234, 45, 430, 367]",2001
116,"[384, 516, 135, 457, 555, 183]",2001
117,"[474, 164, 135, 234, 555, 493, 494, 367]",2001
118,"[384, 267, 164, 135]",2001
119,"[195, 414, 453, 516, 135, 42, 140, 430]",2001
120,"[384, 164, 183, 135, 457, 234, 555, 494]",2001
121,"[500, 164, 42, 135, 183, 234, 555, 367]",2001
122,"[113, 422, 135, 42, 493, 494, 367]",2001
123,"[516, 42, 234, 367, 410]",2001
124,"[160, 500, 453, 135]",2001
125,"[474, 234, 516, 367]",2001
126,"[384, 500, 135, 457, 42, 555]",2001
127,"[384, 474, 234, 292, 135, 42, 555]",2001
128,"[453, 422, 135, 234, 42, 367]",2001
129,"[384, 42, 292, 516]",2001
130,"[474, 500, 135, 234, 555, 157]",2001
131,"[384, 234, 516]",2001
132,"[516, 135, 457, 234, 42, 555, 493, 494, 367]",2001
133,"[384, 292, 42, 234, 410, 474]",2001
134,"[474, 292, 135, 234, 555, 367]",2001
135,"[474, 42, 234, 367]",2001
136,"[474, 234, 292, 367]",2001
137,"[135, 13, 164, 234, 42, 555, 493, 367, 183]",2001
138,"[558, 527, 198, 391]",2002
139,"[448, 325, 198, 391, 199, 531, 292, 313, 186]",2002
140,"[448, 452, 69, 198, 391, 325, 140, 532, 292, 313, 186]",2002
141,"[448, 452, 325, 292, 391, 313, 479]",2002
142,"[453, 198, 391, 325, 531, 414, 45, 313, 186]",2002
143,"[448, 325, 391, 313, 414]",2002
144,"[186, 531, 527, 391]",2002
145,"[448, 452, 325, 69, 198, 391, 292, 527, 531, 313, 186, 479]",2002
146,"[448, 452, 198, 199, 391, 263, 527, 531, 532, 313, 186]",2002
147,"[448, 452, 198, 391, 527, 479, 558, 313, 186]",2002
148,"[288, 453, 198, 391, 186, 140, 263, 414]",2002
149,"[448, 452, 69, 198, 391, 325, 140, 527, 532, 313, 186]",2002
150,"[448, 452, 532, 313, 479]",2002
151,"[448, 452, 69, 532, 391, 325, 313, 479]",2002
152,"[292, 453, 198, 313, 186, 140, 45, 414]",2002
153,"[531, 452, 198, 391, 186, 45, 558, 527]",2002
154,"[186, 531, 452, 527]",2002
155,"[186, 531, 198, 527]",2002
156,"[448, 325, 198, 391, 527, 531, 479, 558, 313, 186]",2002
157,"[448, 452, 198, 391, 527, 531, 532, 313, 186]",2002
158,"[448, 69, 198, 391, 527, 531, 479, 313, 186]",2002
159,"[292, 198, 313, 186, 479]",2002
160,"[448, 452, 69, 198, 391, 527, 531, 532, 479, 313, 186]",2002
161,"[453, 198, 140, 186, 414, 479]",2002
162,"[198, 391, 558, 531, 313, 186]",2002
163,"[160, 288, 165, 169, 9, 427, 108, 303, 275, 20, 182, 312, 474, 95]",2003
164,"[160, 169, 20, 182, 414, 95]",2003
165,"[97, 275, 108, 182]",2003
166,"[169, 108, 20, 182, 474]",2003
167,"[160, 448, 104, 169, 9, 427, 108, 275, 20, 182, 504, 474]",2003
168,"[275, 20, 95, 169, 427, 108, 303, 182, 312]",2003
169,"[275, 20, 474, 288, 104, 169, 427, 182, 312]",2003
170,"[275, 20, 474, 414, 95, 288, 104, 169, 427, 182, 312]",2003
171,"[97, 169, 427, 275, 182]",2003
172,"[275, 20, 182, 312, 169, 427]",2003
173,"[275, 165, 182, 312, 474, 95]",2003
174,"[199, 169, 45, 20, 414]",2003
175,"[9, 275, 20, 160, 97, 169, 427, 108, 182]",2003
176,"[160, 312, 165, 104, 169, 108, 275, 20, 182, 504, 474, 414]",2003
177,"[9, 140, 275, 20, 474, 165, 104, 169, 108, 182]",2003
178,"[275, 474, 95, 165, 108, 430, 303, 182, 312]",2003
179,"[288, 169, 20, 165]",2003
180,"[275, 20, 474, 160, 104, 169, 108, 182, 312]",2003
181,"[288, 448, 312, 20, 165, 504, 169, 108]",2003
182,"[288, 169, 20, 312, 414]",2003
183,"[160, 20, 182, 169, 45, 430, 95]",2003
184,"[165, 108, 275, 182, 474]",2003
185,"[9, 275, 20, 474, 160, 104, 169, 108, 182]",2003
186,"[504, 169, 20, 165]",2003
187,"[288, 312, 20, 165, 199, 504, 169, 414]",2003
188,"[288, 140, 20, 165, 312, 169, 108, 45]",2003
189,"[275, 20, 474, 414, 288, 165, 104, 169, 427, 504]",2003
190,"[275, 20, 474, 414, 165, 104, 169, 108, 182]",2003
191,"[169, 20, 45]",2003
192,"[97, 275, 182, 312, 474, 108, 95, 303]",2003
193,"[288, 275, 292, 165, 182, 169, 474, 427]",2003
194,"[275, 20, 474, 160, 104, 169, 108, 182, 504]",2003
195,"[169, 226, 387, 474]",2004
196,"[288, 66, 182, 448]",2004
197,"[226, 66, 169, 425, 82, 474]",2004
198,"[288, 169, 66, 182]",2004
199,"[288, 66, 263, 169, 474, 414]",2004
200,"[66, 226, 100, 387, 182]",2004
201,"[226, 387, 100, 104, 169, 140]",2004
202,"[104, 82, 387, 100]",2004
203,"[232, 140, 100]",2004
204,"[288, 66, 226, 263, 425, 474, 140]",2004
205,"[448, 474, 66, 414]",2004
206,"[226, 387, 100, 232, 140, 474]",2004
207,"[226, 387, 100, 36, 474]",2004
208,"[169, 226, 100, 474]",2004
209,"[82, 226, 100, 387]",2004
210,"[169, 226, 140, 474]",2004
211,"[226, 387, 100, 310]",2004
212,"[104, 232, 226, 474]",2004
213,"[474, 66, 169, 182]",2004
214,"[288, 66, 226, 232, 82, 474]",2004
215,"[387, 100, 425, 140, 82]",2004
216,"[82, 226, 387, 45]",2004
217,"[66, 226, 100, 45, 182, 474]",2004
218,"[448, 66, 100, 263]",2004
219,"[66, 387, 263, 140, 82, 288, 226, 169, 425]",2004
220,"[226, 232, 425, 169, 140, 82]",2004
221,"[66, 263, 45, 474, 414]",2004
222,"[66, 226, 100, 387, 182, 169, 425]",2004
223,"[448, 66, 226, 100]",2004
224,"[448, 66, 387, 140, 82, 226, 100, 169, 425]",2004
225,"[425, 226, 45, 474]",2004
226,"[448, 66, 82, 100, 263, 232, 425, 140]",2004
227,"[104, 82, 226]",2004
228,"[474, 387, 100, 310]",2004
229,"[425, 226, 387, 45]",2004
230,"[288, 66, 226, 387, 45, 474]",2004
231,"[425, 226, 310, 474]",2004
232,"[226, 387, 100, 45, 82, 474]",2004
233,"[66, 387, 82, 474, 226, 100, 232, 169, 425]",2004
234,"[288, 66, 182, 474, 414]",2004
235,"[226, 387, 100, 66, 310, 82, 169, 425]",2004
236,"[66, 226, 82, 182]",2004
237,"[169, 82, 226, 310]",2004
238,"[448, 66, 226, 263]",2004
239,"[263, 232, 425, 82, 474]",2004
240,"[608, 482, 66, 7, 346, 91, 221]",2005
241,"[608, 336, 91, 428, 221, 462, 286]",2005
242,"[438, 7, 182, 488, 346, 221, 287]",2005
243,"[260, 488, 346, 221, 287]",2005
244,"[288, 482, 7, 488, 438, 474]",2005
245,"[336, 488, 91, 462]",2005
246,"[608, 7, 23, 474, 91]",2005
247,"[608, 7, 488, 552, 428, 462, 336, 309, 438, 91, 156, 221, 286]",2005
248,"[288, 199, 7, 182, 438, 474, 414]",2005
249,"[438, 182, 488, 91, 428, 221, 462, 286]",2005
250,"[260, 462, 91, 156, 221, 286, 608, 488, 428, 438]",2005
251,"[608, 48, 594, 438, 552, 91, 428, 221]",2005
252,"[608, 7, 488, 552, 428, 462, 336, 594, 438, 91, 156, 221, 286]",2005
253,"[260, 488, 438, 182, 221]",2005
254,"[608, 336, 156, 7, 91, 428, 286]",2005
255,"[608, 396, 336, 309, 91, 221]",2005
256,"[336, 594, 91, 156, 221, 286, 608, 552, 428, 309, 438]",2005
257,"[7, 91, 221, 287, 309, 336, 346]",2005
258,"[7, 594, 346, 91, 221, 552, 428, 438, 182]",2005
259,"[336, 91, 156, 221]",2005
260,"[474, 287, 221, 7]",2005
261,"[336, 309, 438, 488, 91, 156, 221, 462]",2005
262,"[7, 594, 91, 156, 221, 608, 428, 438, 182]",2005
263,"[7, 462, 336, 594, 91, 286, 488, 552, 428]",2005
264,"[7, 462, 336, 594, 91, 156, 221, 286, 608, 488, 428]",2005
265,"[608, 7, 552, 428, 462, 336, 438, 346, 91, 156, 221, 286]",2005
266,"[608, 336, 260, 23, 346, 91, 221, 287]",2005
267,"[482, 260, 7, 346, 221, 287]",2005
268,"[608, 482, 66, 23, 7, 91, 221, 287]",2005
269,"[488, 462, 346, 91, 221, 287]",2005
270,"[7, 462, 594, 91, 221, 287, 608, 552, 428]",2005
271,"[608, 482, 7, 336, 309, 91]",2005
272,"[7, 336, 594, 91, 156, 286, 608, 226, 488, 428, 438]",2005
273,"[336, 91, 156, 221, 286, 608, 552, 428, 309, 438, 316]",2005
274,"[64, 129, 34, 68, 132, 167, 462, 463, 144, 370, 178, 542]",2006
275,"[64, 513, 178, 370, 423, 167, 187, 542]",2006
276,"[64, 513, 463, 144, 399, 542, 167, 423, 178, 370, 187]",2006
277,"[64, 129, 34, 68, 132, 167, 75, 462, 144, 370, 178, 187, 542]",2006
278,"[64, 513, 68, 542, 34, 423, 167, 178, 370, 187, 61]",2006
279,"[64, 132, 68, 399, 144, 178, 187]",2006
280,"[64, 129, 34, 68, 132, 167, 399, 144, 370, 542]",2006
281,"[64, 129, 34, 513, 132, 68, 167, 264, 75, 399, 144, 463, 178, 370, 187, 61, 510]",2006
282,"[64, 129, 68, 132, 510, 167, 232, 75, 462, 399, 144, 178, 370, 61, 187, 381, 542]",2006
283,"[64, 144, 34, 129, 132, 68, 259, 399]",2006
284,"[64, 34, 132, 68, 167, 423, 264, 399, 144, 463, 178, 187, 542]",2006
285,"[64, 129, 34, 259, 132, 68, 257, 399, 144, 178, 187, 381]",2006
286,"[64, 129, 34, 259, 68, 132, 513, 167, 75, 399, 144, 370, 381, 542]",2006
287,"[64, 226, 144, 178, 370, 187, 542]",2006
288,"[64, 608, 34, 178, 68, 167, 187, 381]",2006
289,"[64, 129, 68, 132, 167, 75, 462, 399, 144, 370, 178, 381, 542]",2006
290,"[64, 513, 370, 34, 68, 167, 381, 542]",2006
291,"[64, 129, 34, 513, 68, 132, 167, 264, 423, 463, 144, 399, 178, 370, 187]",2006
292,"[480, 219, 274, 307, 187, 254]",2007
293,"[416, 480, 483, 580, 166, 230, 359, 606, 110, 593, 274, 307, 570, 219, 573, 254]",2007
294,"[416, 480, 483, 580, 68, 166, 230, 359, 606, 110, 593, 274, 307, 570, 219, 540, 573, 254]",2007
295,"[480, 448, 483, 580, 230, 359, 606, 219, 593, 274, 307, 570, 187, 573, 254]",2007
296,"[448, 580, 274, 474, 219, 540, 480, 226, 307, 570, 573]",2007
297,"[274, 307, 68, 381, 166, 219, 573, 606]",2007
298,"[416, 480, 483, 580, 166, 230, 359, 606, 110, 593, 274, 307, 278, 570, 219, 573, 254]",2007
299,"[480, 387, 68, 573, 166, 606, 474, 274, 307, 346, 219, 381, 254]",2007
300,"[274, 474, 219, 480, 166, 230, 307, 187, 573]",2007
301,"[448, 387, 68, 573, 166, 483, 230, 274, 307, 219, 381, 606]",2007
302,"[387, 68, 274, 219, 606, 483, 166, 381, 307, 573]",2007
303,"[480, 448, 387, 68, 573, 166, 232, 219, 274, 307, 438, 187, 381, 414]",2007
304,"[416, 480, 483, 580, 166, 230, 359, 606, 110, 593, 274, 307, 473, 570, 219, 540, 573, 254]",2007
305,"[274, 307, 166, 230, 278, 219, 606]",2007
306,"[480, 387, 68, 414, 166, 606, 219, 274, 307, 381, 187, 573, 254]",2007
307,"[416, 480, 483, 580, 166, 230, 606, 110, 219, 593, 274, 307, 570, 187, 573, 254]",2007
308,"[448, 226, 483, 230, 274, 307, 219, 573]",2007
309,"[448, 226, 387, 68, 573, 166, 230, 274, 307, 219, 381, 606]",2007
310,"[480, 448, 483, 68, 580, 166, 232, 140, 274, 307, 570, 219, 254]",2007
311,"[322, 200, 334, 477, 223, 354, 356, 420, 232, 553]",2008
312,"[322, 354, 356, 420, 223, 200, 137, 232, 72, 361, 301, 334, 239, 343, 220, 477, 375]",2008
313,"[387, 220, 223]",2008
314,"[200, 137, 334, 220, 477, 223, 354, 232, 381]",2008
315,"[307, 68, 414, 232, 219, 477, 334, 239]",2008
316,"[356, 292, 72, 137, 200, 334, 239, 343, 220, 477, 223]",2008
317,"[322, 200, 343, 220, 477, 483, 356, 420, 232]",2008
318,"[322, 200, 137, 334, 343, 220, 477, 354, 356, 420, 239]",2008
319,"[322, 354, 420, 356, 343, 200, 553, 239]",2008
320,"[322, 334, 477, 223, 354, 356, 420, 232, 381]",2008
321,"[322, 354, 420, 343, 200, 72, 477, 239]",2008
322,"[68, 239, 307, 219, 606]",2008
323,"[232, 322, 483, 356, 200, 220, 334, 239]",2008
324,"[354, 239, 356, 343, 72, 361, 477, 200]",2008
325,"[322, 483, 68, 356, 200, 232, 274, 307, 219, 220, 477]",2008
326,"[354, 307, 292, 72, 477, 334, 239]",2008
327,"[274, 307, 356, 343, 200, 220, 477]",2008
328,"[322, 200, 334, 403, 477, 223, 354, 420, 356, 553, 301]",2008
329,"[307, 477, 334, 239]",2008
330,"[322, 354, 356, 420, 483, 200, 553, 232, 137, 334, 239, 343, 220]",2008
331,"[322, 354, 356, 420, 232, 553, 334, 200]",2008
332,"[322, 354, 356, 420, 200, 553, 72, 361, 74, 301, 239, 343, 477]",2008
333,"[553, 74, 301, 239, 343, 220, 223]",2008
334,"[387, 68, 199, 274, 307, 343, 219, 220]",2008
335,"[322, 354, 356, 420, 483, 223, 200, 137, 232, 334, 239, 343, 220, 477, 375]",2008
336,"[322, 354, 420, 356, 343, 200, 220, 239]",2008
337,"[274, 307, 223, 68, 343, 219, 220, 239]",2008
338,"[322, 387, 356, 420, 232, 220, 477]",2008
339,"[274, 307, 220, 343]",2008
340,"[200, 334, 274, 220, 477, 223, 356, 239, 307]",2008
341,"[322, 354, 356, 420, 200, 137, 72, 334, 239, 343, 220, 477, 223]",2008
342,"[288, 68, 232, 274, 573]",2009
343,"[327, 522, 590, 78, 335, 215, 600, 28, 568, 318]",2009
344,"[356, 292, 334, 590, 28]",2009
345,"[68, 590, 274, 220, 477, 414, 28, 232, 573]",2009
346,"[568, 522, 28]",2009
347,"[318, 369, 215, 600, 522, 28, 590, 335]",2009
348,"[318, 51, 390, 600, 28, 590]",2009
349,"[369, 51, 335, 600, 78, 28, 590, 553]",2009
350,"[573, 68, 381]",2009
351,"[318, 51, 390, 215, 600, 522, 28, 590]",2009
352,"[483, 68, 381, 307, 573]",2009
353,"[335, 215, 568, 28, 573]",2009
354,"[220, 414, 600, 522, 28, 573, 590]",2009
355,"[448, 68, 590, 28, 573, 414]",2009
356,"[318, 590, 369, 28, 573, 414]",2009
357,"[232, 274, 573, 199]",2009
358,"[573, 68, 232, 274, 307, 477]",2009
359,"[232, 590, 28, 318]",2009
360,"[274, 292, 68, 232, 219, 28, 573, 590]",2009
361,"[356, 28, 590, 68]",2009
362,"[590, 271, 51, 600, 28, 573]",2009
363,"[232, 274, 573, 590]",2009
364,"[590, 271, 215, 600, 28]",2009
365,"[207, 390, 327, 600, 522, 28, 590, 271]",2009
366,"[232, 590, 274, 414]",2009
367,"[356, 590, 28, 414]",2009
368,"[573, 68, 590, 274, 220, 28, 414, 232, 381]",2009
369,"[327, 522, 335, 215, 568, 28]",2009
370,"[274, 414, 292, 220, 232, 28, 573, 590]",2009
371,"[307, 68, 573]",2009
372,"[28, 335, 215]",2009
373,"[590, 414, 28, 334]",2009
374,"[318, 51, 390, 215, 600, 28, 590, 335]",2009
375,"[232, 51, 215, 600, 78, 28, 573, 590]",2009
376,"[288, 68, 292, 590, 219, 28]",2009
377,"[590, 573, 414]",2009
378,"[590, 414, 28, 390]",2009
379,"[68, 573, 430]",2009
380,"[568, 590, 600, 553, 522, 28, 78]",2009
381,"[440, 28, 573, 590]",2009
382,"[232, 274, 28, 590]",2009
383,"[288, 28, 573, 590]",2009
384,"[522, 78, 590, 335, 215, 600, 28, 369, 51, 318]",2009
385,"[590, 483, 68, 292]",2009
386,"[232, 590, 28, 390]",2009
387,"[320, 334, 464, 434, 22]",2010
388,"[320, 434, 330]",2010
389,"[464, 590, 434, 22]",2010
390,"[434, 483, 292]",2010
391,"[434, 68, 318, 292]",2010
392,"[318, 434, 292, 22]",2010
393,"[434, 28, 330, 22]",2010
394,"[104, 477, 434, 253]",2010
395,"[448, 318, 483, 292, 434, 414]",2010
396,"[483, 292, 334, 590, 434, 22]",2010
397,"[274, 483, 318]",2010
398,"[318, 483, 292, 590, 414]",2010
399,"[232, 274, 483, 414]",2010
400,"[605, 330, 464, 434, 22, 381]",2010
401,"[232, 434, 381]",2010
402,"[274, 483, 292, 434, 232, 104, 381, 590]",2010
403,"[318, 274, 483, 292, 68, 232, 381, 414]",2010
404,"[434, 330, 180, 318]",2010
405,"[434, 483, 330, 318]",2010
406,"[274, 483, 68, 292, 232, 330, 477, 414]",2010
407,"[464, 434, 483, 22]",2010
408,"[434, 330, 381, 22]",2010
409,"[232, 381, 590]",2010
410,"[483, 68, 104, 274, 318]",2010
411,"[464, 434, 292, 22, 330, 172, 605, 318]",2010
412,"[232, 320, 434, 483]",2010
413,"[464, 330, 590]",2010
414,"[483, 68, 414, 232, 434, 318]",2010
415,"[320, 434, 318, 448]",2010
416,"[318, 434, 330, 22]",2010
417,"[274, 483, 68]",2010
418,"[448, 434, 68]",2010
419,"[292, 330, 172, 464, 605, 318]",2010
420,"[104, 434, 330]",2010
421,"[464, 292, 605, 590]",2010
422,"[274, 483, 68, 232, 425, 330, 477, 414]",2010
423,"[232, 330, 483, 414]",2010
424,"[414, 318, 483]",2010
425,"[232, 274, 483, 477]",2010
426,"[320, 590, 434, 22]",2010
427,"[434, 68, 330, 318]",2010
428,"[232, 590, 434, 22, 28, 381]",2010
429,"[590, 292, 318]",2010
430,"[104, 434, 483, 318]",2010
431,"[104, 274, 483, 22]",2010
432,"[104, 483]",2010
433,"[292, 232, 590, 274, 381, 414]",2010
434,"[318, 434, 483, 22]",2010
435,"[483, 292, 590]",2010
