,0,period
10,"[512, 130, 386, 6, 134, 136, 142, 14, 145, 402, 404, 536, 26, 411, 284, 541, 38, 40, 43, 429, 46, 559, 176, 179, 436, 566, 56, 569, 314, 446, 447, 574, 455, 584, 588, 592, 468, 470, 602, 347, 476, 604, 94, 349, 353, 609, 99, 229, 102, 485, 486, 235, 107, 240, 498, 242, 117, 373, 374, 121, 379, 126]",1996
11,"[512, 385, 5, 6, 133, 8, 262, 394, 395, 14, 142, 273, 402, 530, 404, 536, 411, 284, 541, 38, 170, 43, 173, 174, 559, 179, 436, 181, 566, 565, 54, 569, 314, 58, 444, 446, 447, 321, 455, 584, 458, 592, 340, 470, 602, 347, 476, 349, 94, 229, 102, 235, 109, 240, 498, 243, 117, 373, 507, 374, 121, 379, 126]",1996
12,"[512, 5, 6, 8, 524, 14, 530, 536, 26, 541, 37, 38, 40, 43, 46, 559, 54, 566, 56, 569, 58, 574, 584, 588, 592, 81, 602, 604, 94, 609, 99, 102, 107, 109, 117, 121, 126, 130, 133, 134, 136, 142, 145, 162, 170, 174, 176, 179, 181, 191, 192, 229, 235, 240, 242, 243, 284, 314, 321, 340, 347, 349, 353, 373, 374, 379, 385, 386, 394, 395, 402, 404, 411, 429, 436, 446, 447, 455, 458, 468, 470, 476, 485, 486, 498, 507]",1996
13,"[512, 5, 6, 8, 524, 14, 530, 536, 26, 541, 37, 38, 40, 43, 46, 559, 54, 566, 56, 569, 58, 574, 584, 588, 592, 81, 602, 604, 94, 609, 99, 102, 107, 109, 117, 121, 126, 130, 133, 134, 136, 142, 145, 162, 170, 173, 174, 176, 179, 181, 191, 192, 229, 235, 240, 242, 243, 284, 314, 321, 340, 347, 349, 353, 373, 374, 379, 385, 386, 394, 395, 402, 404, 411, 429, 436, 444, 446, 447, 455, 458, 468, 470, 476, 485, 486, 498, 507]",1996
14,"[6, 8, 530, 284, 35, 38, 40, 43, 46, 559, 54, 58, 574, 321, 584, 592, 602, 347, 604, 609, 99, 117, 379, 126, 385, 130, 136, 394, 395, 404, 411, 170, 429, 174, 179, 436, 181, 446, 191, 447, 455, 458, 470, 476, 485, 240, 498, 507]",1996
15,"[512, 385, 386, 5, 6, 134, 8, 136, 133, 395, 524, 142, 273, 402, 530, 404, 536, 411, 284, 541, 38, 40, 170, 43, 173, 46, 559, 174, 179, 436, 181, 54, 566, 56, 314, 58, 444, 446, 447, 321, 455, 584, 458, 588, 592, 81, 340, 470, 602, 347, 476, 349, 94, 604, 353, 609, 229, 102, 235, 109, 240, 498, 117, 373, 379, 126]",1996
16,"[512, 6, 8, 524, 14, 530, 536, 26, 541, 37, 38, 40, 43, 46, 559, 54, 566, 56, 569, 58, 574, 584, 588, 592, 81, 602, 604, 94, 609, 99, 102, 107, 109, 117, 121, 126, 130, 133, 134, 136, 142, 145, 162, 170, 174, 176, 179, 181, 191, 192, 229, 235, 240, 242, 243, 284, 314, 321, 340, 347, 349, 353, 373, 374, 379, 385, 386, 394, 402, 404, 411, 429, 436, 444, 446, 447, 455, 458, 468, 470, 476, 485, 486, 498, 507]",1996
17,"[512, 5, 262, 530, 536, 26, 35, 38, 40, 43, 46, 565, 566, 58, 574, 584, 588, 602, 604, 109, 117, 373, 121, 126, 130, 386, 133, 136, 411, 429, 174, 179, 444, 446, 455, 458, 468, 470, 476, 229, 485, 235, 498, 242]",1996
18,"[385, 6, 136, 411, 170, 46, 566, 446, 447, 192, 458, 470, 602, 347, 349, 94, 353, 99, 486, 117]",1996
19,"[512, 5, 530, 536, 26, 35, 38, 40, 43, 46, 565, 566, 58, 574, 584, 588, 602, 604, 109, 117, 373, 121, 126, 130, 386, 133, 136, 145, 411, 162, 429, 174, 179, 444, 446, 191, 455, 458, 468, 470, 476, 485, 229, 235, 242, 498]",1996
20,"[321, 6, 134, 8, 584, 284, 604, 353, 102, 40, 235, 429, 174, 559, 240, 181, 117, 373, 121, 58, 446]",1996
21,"[385, 6, 262, 8, 584, 458, 395, 136, 592, 470, 602, 411, 347, 476, 284, 31, 609, 99, 485, 170, 43, 174, 559, 240, 46, 498, 181, 117, 446, 447]",1996
22,"[321, 386, 385, 5, 6, 584, 136, 394, 395, 273, 470, 602, 604, 541, 94, 284, 229, 38, 40, 170, 43, 235, 173, 174, 559, 109, 240, 179, 436, 117, 373, 54, 56, 314, 444, 126, 447]",1996
23,"[512, 5, 6, 8, 524, 14, 530, 536, 26, 541, 35, 37, 38, 40, 43, 46, 559, 565, 54, 566, 56, 569, 58, 574, 584, 588, 592, 81, 602, 604, 94, 609, 99, 102, 107, 109, 117, 121, 126, 130, 133, 134, 136, 142, 145, 162, 170, 173, 174, 176, 179, 181, 191, 192, 229, 235, 240, 242, 243, 284, 314, 321, 340, 347, 349, 353, 373, 374, 379, 385, 386, 394, 395, 402, 404, 411, 429, 436, 444, 446, 447, 455, 458, 468, 470, 476, 485, 486, 498, 507]",1996
24,"[512, 5, 6, 8, 524, 14, 530, 536, 26, 541, 37, 38, 40, 43, 46, 559, 565, 54, 566, 56, 569, 58, 584, 588, 592, 81, 602, 604, 94, 609, 102, 109, 117, 121, 126, 133, 134, 136, 142, 170, 173, 174, 176, 179, 181, 192, 229, 235, 240, 242, 243, 262, 273, 284, 314, 321, 340, 347, 349, 353, 373, 374, 379, 385, 386, 394, 395, 402, 404, 411, 436, 444, 446, 447, 455, 458, 470, 476, 485, 486, 498, 507]",1996
25,"[385, 386, 6, 411, 54, 58, 444, 446, 191, 321, 588, 470, 602, 94, 229, 102, 486, 109, 117, 373]",1996
26,"[385, 321, 386, 5, 6, 262, 8, 458, 588, 592, 273, 404, 470, 602, 411, 284, 94, 58, 229, 38, 102, 486, 40, 235, 109, 242, 181, 565, 566, 117, 373, 314, 379, 444, 54, 446, 191]",1996
27,"[512, 385, 130, 386, 6, 134, 136, 142, 14, 145, 402, 404, 536, 26, 411, 284, 541, 38, 40, 43, 429, 46, 559, 176, 179, 436, 566, 56, 569, 314, 446, 447, 574, 455, 584, 588, 592, 468, 470, 602, 347, 476, 604, 94, 349, 353, 609, 99, 229, 102, 485, 486, 235, 107, 240, 498, 242, 243, 117, 373, 374, 121, 379, 126]",1996
28,"[512, 6, 14, 26, 541, 43, 46, 54, 56, 58, 321, 584, 588, 81, 602, 604, 94, 353, 99, 102, 109, 117, 373, 121, 126, 386, 133, 134, 411, 174, 179, 444, 446, 447, 192, 191, 455, 468, 470, 229, 486]",1996
29,"[512, 386, 130, 446, 133, 455, 584, 136, 574, 588, 145, 468, 470, 602, 411, 604, 26, 35, 229, 485, 40, 43, 109, 46, 174, 242, 179, 498, 117, 373, 565, 566, 121, 58, 444, 126, 191]",1996
30,"[5, 6, 8, 273, 40, 43, 559, 565, 584, 602, 347, 604, 349, 94, 353, 109, 117, 373, 379, 126, 136, 395, 142, 404, 411, 170, 174, 179, 436, 181, 446, 455, 470, 476, 229, 235, 240, 498]",1996
31,"[512, 5, 6, 455, 8, 133, 395, 588, 142, 14, 402, 404, 470, 536, 602, 411, 349, 162, 58, 229, 38, 235, 173, 109, 174, 436, 565, 566, 117, 373, 121, 314, 379, 444, 446]",1996
32,"[321, 6, 455, 8, 136, 584, 458, 273, 602, 411, 284, 476, 35, 99, 38, 40, 109, 429, 240, 117, 566, 121, 314]",1996
33,"[6, 455, 8, 530, 404, 602, 411, 347, 541, 476, 94, 353, 35, 38, 43, 235, 109, 174, 107, 181, 566, 117, 56, 121, 314, 373, 446]",1996
34,"[6, 8, 14, 530, 284, 35, 38, 40, 43, 46, 559, 54, 58, 574, 321, 584, 592, 602, 347, 604, 609, 99, 117, 379, 126, 385, 130, 136, 394, 395, 145, 404, 411, 170, 429, 174, 179, 436, 181, 446, 447, 455, 458, 470, 476, 485, 240, 498, 507]",1996
35,"[512, 385, 386, 133, 6, 5, 8, 394, 395, 524, 142, 14, 273, 530, 402, 404, 536, 411, 284, 541, 38, 170, 43, 173, 174, 559, 176, 179, 436, 181, 54, 566, 56, 565, 58, 314, 444, 446, 447, 192, 321, 455, 584, 458, 588, 592, 81, 340, 470, 602, 347, 476, 349, 94, 609, 229, 102, 486, 235, 109, 240, 498, 243, 117, 373, 507, 121, 379, 126]",1996
36,"[130, 6, 136, 574, 584, 395, 592, 145, 81, 470, 602, 411, 284, 94, 609, 485, 486, 102, 40, 37, 43, 107, 109, 174, 240, 176, 242, 179, 117, 566, 374, 56, 569, 126, 446]",1996
37,"[512, 385, 386, 5, 6, 133, 8, 395, 524, 142, 273, 402, 530, 404, 536, 411, 284, 541, 38, 170, 43, 173, 174, 559, 176, 179, 436, 181, 566, 54, 56, 314, 58, 444, 446, 447, 321, 455, 584, 458, 588, 592, 81, 340, 470, 602, 347, 476, 349, 94, 609, 229, 102, 486, 235, 109, 240, 498, 243, 117, 373, 507, 379, 126]",1996
38,"[512, 6, 262, 8, 524, 14, 273, 530, 541, 38, 43, 559, 565, 566, 58, 314, 321, 584, 592, 602, 347, 349, 94, 109, 117, 373, 379, 385, 402, 404, 411, 162, 170, 173, 174, 436, 181, 446, 447, 455, 458, 470, 476, 229, 235]",1996
39,"[512, 130, 446, 5, 133, 455, 136, 584, 458, 574, 588, 145, 468, 470, 536, 602, 411, 604, 476, 229, 38, 485, 40, 43, 235, 109, 46, 174, 498, 179, 242, 117, 566, 373, 121, 58, 126]",1996
40,"[6, 524, 530, 284, 541, 37, 38, 40, 43, 559, 566, 56, 569, 314, 574, 584, 592, 81, 340, 602, 604, 94, 609, 102, 107, 109, 117, 374, 126, 386, 130, 136, 395, 145, 411, 173, 174, 429, 176, 179, 446, 447, 458, 470, 476, 229, 486, 485, 235, 240, 242]",1996
41,"[512, 385, 130, 5, 6, 134, 136, 394, 395, 142, 273, 145, 284, 541, 35, 38, 40, 170, 43, 173, 174, 559, 429, 46, 436, 181, 54, 314, 58, 444, 574, 447, 446, 321, 455, 584, 458, 592, 468, 340, 470, 347, 604, 476, 349, 353, 235, 240, 243, 117, 121, 507, 126]",1996
42,"[512, 385, 386, 5, 6, 134, 8, 136, 133, 395, 524, 142, 273, 530, 402, 404, 536, 411, 284, 541, 38, 40, 170, 43, 173, 46, 559, 174, 176, 179, 436, 181, 54, 566, 56, 58, 314, 444, 446, 447, 321, 455, 584, 458, 588, 592, 81, 340, 470, 602, 347, 476, 349, 94, 604, 353, 609, 229, 102, 486, 485, 235, 109, 240, 498, 242, 117, 373, 507, 121, 379, 126]",1996
43,"[130, 262, 455, 136, 574, 584, 458, 145, 530, 470, 602, 411, 476, 604, 35, 126, 485, 38, 40, 43, 429, 46, 174, 498, 179, 117, 58, 446, 191]",1996
44,"[512, 6, 541, 38, 43, 46, 559, 54, 58, 314, 574, 321, 584, 592, 340, 349, 353, 99, 117, 374, 121, 126, 130, 134, 136, 142, 145, 404, 170, 429, 174, 436, 181, 455, 458, 468, 470, 476, 485, 235, 240, 498, 243]",1996
45,"[321, 386, 385, 5, 6, 584, 394, 395, 273, 470, 602, 284, 541, 94, 229, 38, 170, 235, 43, 173, 109, 174, 559, 240, 179, 436, 117, 54, 373, 314, 444, 126, 447]",1996
46,"[5, 6, 262, 8, 273, 284, 35, 38, 40, 565, 566, 54, 58, 314, 321, 588, 592, 602, 94, 102, 109, 117, 373, 379, 385, 386, 404, 411, 181, 444, 446, 191, 458, 470, 229, 486, 235, 242]",1996
47,"[512, 385, 5, 6, 262, 8, 133, 395, 524, 14, 142, 273, 402, 530, 404, 411, 284, 541, 162, 38, 170, 43, 173, 174, 559, 179, 436, 181, 566, 565, 314, 58, 444, 446, 447, 321, 455, 584, 458, 592, 470, 602, 347, 476, 349, 94, 229, 102, 235, 109, 240, 498, 117, 373, 507, 121, 379, 126]",1996
48,"[512, 321, 6, 455, 584, 262, 458, 592, 470, 602, 411, 94, 162, 229, 43, 174, 181, 117, 373, 58, 447]",1996
49,"[385, 6, 455, 8, 584, 136, 14, 273, 470, 602, 411, 94, 99, 229, 38, 170, 429, 174, 46, 240, 117, 373, 121, 58, 446, 191]",1996
50,"[512, 5, 6, 8, 273, 536, 541, 38, 43, 46, 559, 566, 56, 58, 321, 584, 588, 592, 340, 602, 347, 604, 349, 94, 353, 609, 99, 102, 109, 117, 373, 121, 379, 126, 130, 133, 134, 136, 411, 173, 174, 179, 446, 447, 455, 468, 470, 229, 486, 240, 507]",1996
51,"[512, 385, 386, 5, 6, 134, 8, 136, 133, 395, 524, 142, 14, 273, 530, 402, 404, 536, 411, 284, 541, 38, 40, 170, 43, 173, 46, 559, 176, 179, 436, 181, 54, 566, 56, 58, 314, 444, 446, 447, 321, 455, 584, 458, 588, 592, 81, 470, 602, 347, 476, 349, 94, 604, 353, 229, 102, 486, 235, 109, 240, 498, 243, 117, 373, 507, 379, 126]",1996
52,"[192, 6, 134, 136, 455, 584, 592, 402, 404, 536, 602, 604, 353, 99, 102, 170, 109, 46, 174, 240, 429, 436, 117, 56, 58, 447]",1996
53,"[512, 386, 130, 133, 6, 8, 136, 394, 524, 404, 26, 411, 284, 170, 43, 429, 46, 559, 174, 179, 181, 56, 569, 314, 58, 444, 574, 192, 584, 458, 588, 592, 468, 340, 470, 602, 347, 476, 604, 94, 353, 609, 229, 485, 107, 240, 498, 242, 117, 373, 374, 379, 126]",1996
54,"[512, 385, 386, 5, 6, 134, 8, 136, 133, 395, 524, 142, 273, 402, 530, 404, 536, 411, 284, 541, 37, 38, 40, 170, 43, 173, 46, 559, 174, 176, 179, 436, 181, 54, 566, 56, 569, 58, 314, 444, 446, 447, 574, 321, 455, 584, 458, 588, 592, 81, 340, 470, 602, 347, 476, 349, 94, 604, 353, 609, 229, 102, 485, 486, 235, 109, 240, 498, 242, 243, 117, 373, 507, 121, 379, 126]",1996
55,"[512, 321, 192, 6, 455, 584, 588, 468, 470, 602, 411, 26, 94, 353, 99, 229, 43, 46, 174, 179, 117, 373, 56, 121, 58, 447]",1996
56,"[512, 130, 386, 133, 6, 134, 8, 136, 394, 395, 524, 142, 145, 530, 404, 26, 411, 284, 541, 35, 38, 40, 170, 43, 429, 46, 559, 174, 176, 179, 436, 181, 566, 56, 569, 58, 314, 444, 574, 446, 192, 191, 321, 455, 584, 458, 588, 592, 81, 340, 468, 470, 602, 347, 604, 476, 94, 353, 609, 99, 229, 485, 486, 107, 235, 240, 498, 242, 117, 373, 374, 121, 379, 126]",1996
57,"[512, 5, 262, 530, 536, 26, 35, 38, 40, 43, 46, 565, 566, 58, 574, 584, 588, 602, 604, 109, 117, 373, 121, 126, 130, 386, 133, 136, 145, 411, 429, 174, 179, 444, 446, 191, 455, 458, 468, 470, 476, 485, 229, 235, 498, 242]",1996
58,"[512, 385, 5, 6, 262, 8, 133, 395, 524, 14, 273, 530, 402, 404, 411, 284, 541, 162, 38, 170, 43, 173, 174, 559, 436, 181, 566, 565, 314, 58, 446, 447, 321, 455, 584, 458, 592, 470, 602, 347, 476, 349, 94, 229, 102, 235, 109, 240, 117, 373, 121, 379]",1996
59,"[512, 5, 455, 136, 584, 458, 588, 530, 470, 536, 602, 411, 476, 604, 126, 229, 38, 40, 43, 235, 109, 174, 46, 498, 179, 117, 373, 566, 58, 444, 446]",1996
60,"[512, 321, 6, 455, 584, 136, 458, 588, 530, 404, 536, 602, 411, 476, 541, 58, 38, 102, 40, 170, 235, 43, 174, 559, 436, 117, 373, 181, 314, 444, 446, 447]",1996
61,"[512, 5, 6, 8, 524, 14, 530, 536, 26, 541, 37, 38, 40, 43, 46, 559, 565, 54, 566, 56, 569, 58, 574, 584, 588, 592, 81, 602, 604, 94, 609, 99, 102, 107, 109, 117, 121, 126, 130, 133, 134, 136, 142, 145, 162, 170, 173, 174, 176, 179, 181, 191, 229, 235, 240, 242, 243, 284, 314, 321, 340, 347, 349, 353, 373, 374, 379, 385, 386, 394, 402, 404, 411, 429, 436, 444, 446, 447, 455, 458, 468, 470, 476, 485, 486, 498, 507]",1996
62,"[512, 130, 262, 455, 136, 584, 458, 588, 468, 470, 536, 602, 411, 26, 162, 229, 43, 429, 46, 174, 242, 179, 117, 373, 121, 58, 574]",1996
63,"[512, 385, 386, 5, 6, 262, 8, 133, 394, 395, 524, 14, 142, 273, 402, 530, 404, 26, 411, 284, 541, 38, 170, 43, 173, 174, 559, 179, 436, 181, 566, 565, 314, 58, 446, 447, 321, 455, 584, 458, 592, 470, 602, 347, 476, 349, 94, 229, 102, 235, 109, 240, 498, 117, 373, 507, 121, 379, 126]",1996
64,"[512, 386, 133, 6, 8, 394, 524, 411, 35, 46, 174, 569, 314, 58, 444, 588, 470, 602, 117, 373]",1996
65,"[5, 6, 262, 8, 273, 536, 284, 541, 38, 40, 559, 565, 566, 58, 314, 321, 588, 592, 602, 347, 349, 94, 109, 117, 373, 379, 385, 386, 404, 411, 173, 181, 444, 446, 447, 191, 455, 458, 470, 476, 229, 235]",1996
66,"[512, 385, 386, 133, 6, 134, 8, 136, 262, 524, 14, 142, 273, 402, 404, 536, 26, 411, 541, 38, 170, 46, 176, 179, 436, 181, 54, 56, 314, 444, 446, 574, 192, 447, 321, 455, 584, 588, 592, 602, 604, 349, 94, 353, 229, 102, 486, 485, 235, 109, 242, 117, 373, 507, 126]",1996
67,"[512, 130, 386, 5, 6, 134, 8, 136, 133, 395, 524, 142, 273, 404, 536, 411, 284, 541, 38, 40, 43, 173, 46, 559, 174, 179, 436, 566, 56, 58, 314, 444, 446, 447, 321, 455, 584, 458, 588, 592, 81, 340, 468, 470, 602, 347, 604, 349, 94, 353, 609, 99, 229, 102, 486, 485, 107, 109, 240, 242, 117, 373, 507, 121, 379, 126]",1996
68,"[512, 321, 6, 8, 458, 395, 592, 470, 602, 411, 347, 476, 94, 284, 604, 353, 107, 559, 240, 436, 117, 566, 373, 501, 446, 447]",1996
69,"[512, 385, 5, 6, 262, 8, 133, 395, 524, 14, 273, 402, 530, 404, 411, 284, 541, 162, 38, 170, 43, 173, 174, 559, 179, 436, 181, 566, 565, 54, 314, 58, 444, 446, 447, 321, 455, 584, 458, 592, 470, 602, 347, 476, 349, 94, 229, 102, 235, 109, 240, 117, 373, 121, 379, 126]",1996
70,"[512, 5, 262, 530, 536, 26, 35, 38, 40, 43, 46, 566, 58, 574, 584, 588, 602, 604, 109, 117, 373, 121, 126, 130, 386, 133, 136, 145, 411, 162, 429, 174, 179, 444, 446, 191, 455, 458, 468, 470, 476, 485, 229, 235, 498, 242]",1996
71,"[385, 6, 136, 458, 395, 524, 14, 142, 592, 402, 470, 602, 284, 541, 604, 94, 486, 170, 43, 240, 373, 121, 314, 446, 191]",1996
72,"[512, 385, 5, 6, 262, 8, 395, 524, 14, 273, 530, 402, 404, 411, 541, 162, 38, 170, 43, 173, 174, 559, 179, 436, 181, 566, 565, 314, 58, 446, 447, 321, 455, 584, 458, 592, 470, 602, 347, 476, 349, 94, 229, 102, 235, 109, 240, 117, 373, 121, 379, 126]",1996
73,"[512, 6, 8, 524, 14, 530, 536, 26, 541, 38, 40, 43, 46, 559, 565, 54, 566, 56, 569, 58, 574, 584, 588, 592, 81, 602, 94, 609, 99, 102, 107, 109, 117, 121, 126, 130, 133, 134, 136, 142, 145, 170, 173, 174, 176, 179, 181, 191, 192, 229, 235, 240, 242, 243, 284, 314, 321, 340, 347, 349, 353, 373, 374, 379, 385, 386, 394, 395, 402, 404, 411, 429, 436, 446, 447, 455, 458, 468, 470, 476, 485, 486, 498, 507]",1996
74,"[5, 6, 14, 35, 38, 40, 46, 566, 58, 602, 347, 349, 94, 353, 99, 102, 107, 109, 117, 373, 121, 385, 136, 404, 411, 162, 170, 444, 446, 447, 192, 455, 458, 468, 470, 486, 242, 507]",1996
75,"[512, 385, 386, 5, 6, 134, 8, 136, 133, 395, 524, 142, 273, 530, 402, 404, 536, 411, 284, 541, 38, 40, 170, 43, 173, 46, 559, 174, 176, 179, 436, 181, 54, 566, 56, 58, 314, 444, 446, 447, 321, 455, 584, 458, 588, 592, 81, 340, 470, 602, 347, 476, 349, 94, 604, 353, 609, 229, 102, 486, 235, 109, 240, 498, 117, 373, 507, 379, 126]",1996
76,"[321, 130, 6, 136, 574, 584, 8, 395, 14, 592, 145, 470, 602, 411, 347, 284, 609, 35, 126, 485, 99, 40, 43, 46, 174, 240, 498, 179, 436, 117, 58, 446]",1996
77,"[6, 262, 8, 14, 530, 284, 31, 35, 38, 40, 43, 46, 559, 54, 58, 574, 321, 584, 592, 602, 347, 604, 609, 117, 379, 126, 385, 130, 136, 394, 395, 145, 404, 411, 170, 429, 174, 179, 436, 181, 446, 447, 191, 455, 458, 470, 476, 485, 240, 498, 507]",1996
78,"[6, 8, 524, 284, 541, 43, 46, 559, 566, 56, 569, 314, 584, 588, 592, 81, 340, 602, 347, 349, 94, 353, 609, 99, 117, 136, 395, 411, 170, 173, 174, 176, 446, 447, 458, 470, 476, 229, 485, 486, 235, 240, 498]",1996
79,"[512, 6, 262, 8, 273, 530, 43, 559, 566, 58, 314, 321, 584, 592, 602, 347, 349, 94, 109, 117, 373, 379, 385, 402, 404, 411, 170, 173, 174, 436, 181, 446, 447, 455, 458, 470, 476, 229]",1996
80,"[512, 386, 130, 133, 6, 8, 136, 394, 524, 404, 26, 411, 284, 35, 170, 43, 429, 46, 559, 174, 179, 181, 56, 569, 314, 58, 444, 574, 192, 584, 458, 588, 592, 468, 340, 470, 602, 347, 476, 604, 94, 353, 609, 229, 485, 107, 240, 498, 242, 117, 373, 379, 126]",1996
81,"[512, 6, 8, 524, 273, 536, 541, 38, 46, 56, 314, 321, 584, 588, 592, 602, 604, 349, 94, 353, 102, 109, 117, 373, 126, 133, 134, 136, 142, 402, 404, 411, 170, 179, 436, 446, 447, 455, 229, 485, 486, 235, 242, 507]",1996
82,"[6, 8, 524, 284, 541, 43, 46, 559, 566, 56, 314, 584, 588, 592, 81, 340, 602, 347, 349, 94, 353, 609, 117, 385, 386, 136, 395, 411, 170, 173, 174, 176, 446, 447, 458, 470, 476, 229, 486, 485, 235, 240, 498, 243]",1996
83,"[512, 385, 5, 6, 134, 8, 136, 395, 14, 142, 273, 402, 530, 404, 536, 411, 284, 541, 38, 40, 170, 43, 173, 174, 559, 46, 179, 436, 181, 566, 54, 56, 314, 58, 444, 446, 447, 321, 455, 584, 458, 588, 592, 81, 470, 602, 347, 476, 349, 94, 604, 353, 229, 102, 235, 109, 240, 498, 117, 373, 379, 126]",1996
84,"[512, 130, 386, 6, 134, 8, 136, 394, 395, 524, 142, 145, 530, 404, 536, 411, 284, 541, 162, 37, 38, 40, 170, 43, 429, 46, 174, 176, 559, 179, 436, 566, 56, 58, 314, 444, 446, 191, 447, 192, 321, 574, 455, 584, 458, 588, 592, 81, 340, 468, 470, 602, 347, 604, 476, 94, 349, 609, 353, 99, 485, 486, 102, 107, 235, 240, 498, 242, 243, 373, 374, 117, 121, 379, 126]",1996
85,"[130, 6, 134, 136, 8, 395, 14, 142, 411, 284, 35, 40, 43, 46, 174, 176, 179, 436, 565, 566, 56, 569, 58, 444, 574, 446, 321, 584, 588, 592, 81, 468, 470, 602, 347, 349, 94, 353, 609, 99, 485, 102, 486, 107, 109, 240, 242, 498, 117, 373, 374, 126]",1996
86,"[512, 5, 6, 8, 273, 530, 541, 38, 43, 559, 565, 566, 58, 314, 321, 584, 592, 602, 347, 349, 94, 102, 109, 117, 373, 379, 404, 411, 170, 173, 174, 436, 181, 446, 447, 455, 458, 470, 476, 229, 235]",1996
87,"[512, 5, 6, 8, 524, 14, 530, 536, 541, 38, 40, 43, 46, 559, 565, 54, 566, 56, 569, 58, 584, 588, 592, 81, 602, 604, 94, 609, 102, 109, 117, 121, 126, 133, 134, 136, 142, 170, 173, 174, 176, 179, 181, 192, 229, 235, 240, 243, 262, 273, 284, 314, 321, 340, 347, 349, 353, 373, 379, 385, 386, 394, 395, 402, 404, 411, 436, 444, 446, 447, 455, 458, 470, 476, 486, 498, 507]",1996
88,"[512, 5, 6, 134, 8, 136, 133, 395, 524, 142, 273, 402, 404, 536, 411, 541, 38, 40, 170, 43, 173, 46, 559, 174, 179, 436, 566, 56, 314, 58, 446, 447, 321, 455, 584, 458, 588, 592, 81, 340, 470, 602, 347, 476, 349, 94, 604, 353, 609, 99, 229, 102, 485, 486, 235, 109, 240, 117, 373, 379, 126]",1996
89,"[512, 385, 133, 6, 5, 8, 395, 524, 14, 142, 273, 402, 530, 404, 536, 411, 284, 541, 38, 170, 43, 173, 174, 559, 179, 436, 181, 566, 54, 56, 314, 58, 444, 446, 447, 321, 455, 584, 458, 588, 592, 81, 340, 470, 602, 347, 476, 349, 94, 609, 229, 102, 486, 485, 235, 109, 240, 117, 373, 507, 379, 126]",1996
90,"[512, 385, 386, 133, 6, 8, 524, 46, 174, 565, 54, 566, 314, 58, 446, 470, 602, 109, 117, 373]",1996
91,"[321, 386, 395, 524, 592, 340, 470, 602, 411, 347, 541, 31, 58, 229, 486, 38, 43, 235, 174, 498, 243, 117, 566, 373, 314, 446]",1996
92,"[512, 5, 8, 584, 458, 14, 592, 470, 602, 347, 284, 604, 94, 35, 58, 38, 102, 235, 109, 174, 559, 240, 46, 181, 566, 117, 121, 314, 507, 446, 191]",1996
