,user_ids,support,itemsets,period,property_values,depth,size,AGE,itemset_name
10,"[296939, 309677, 513322, 562319, 622174]",5, 1531,2017-02-01,50-65,0.0,5,50-65,[]
11,"[100715, 470636, 527643, 540247, 584447]",5, 1704,2017-02-01,50-65,0.0,5,50-65,['KIT KAT X 3  124.50']
12,"[100715, 527643, 584447]",3, 1704 1547,2017-02-01,50-65,0.0,3,50-65,"['KIT KAT X 3  124.50', 'SAC BOUTIQUE KRAFT']"
13,"[124990, 383585, 429540, 463457, 466946, 542068]",6, 3275,2017-02-01,50-65,0.0,6,50-65,['SDW CLA JBON BEURRE 125G']
14,"[204029, 278763, 352928, 575459]",4, 1855,2017-02-01,50-65,0.0,4,50-65,['CR SANDWICH CLASSIC']
15,"[140050, 276785, 466946, 586116, 721265]",5, 2362,2017-02-01,50-65,0.0,5,50-65,['EVIAN FREERIDE 75 CL']
16,"[204029, 281486, 348997, 428202, 526400]",5, 2369,2017-02-01,50-65,0.0,5,50-65,['EVIAN 1L PET*']
17,"[101105, 149020, 224522, 557871, 787610]",5, 4104,2017-02-01,50-65,0.0,5,50-65,['LAVAGE 6 PLEIN TARIF']
18,"[245076, 357820, 395817, 594619, 744146]",5, 4137,2017-02-01,50-65,0.0,5,50-65,['REC LAVAGE PJE 97 U']
19,"[178794, 180086, 294969, 649774, 703490]",5, 4632,2017-02-01,50-65,0.0,5,50-65,['NET.JANTE 500ML NEOCLEAN']
20,"[174525, 235938, 243973, 659309]",4, 5929,2017-02-01,50-65,0.0,4,50-65,['COCA COLA ZERO']
21,"[167840, 172560, 356654]",3, 6722,2017-02-01,50-65,0.0,3,50-65,['SAN PELLEGRINO 1L']
22,"[229149, 294969, 470752, 542971]",4, 6894,2017-02-01,50-65,0.0,4,50-65,['LAMPE H7 12V 55W PREMIU']
23,"[180654, 467509, 517642]",3, 10,2017-02-01,50-65,0.0,3,50-65,[]
24,"[173428, 214946, 331214, 338003]",4, 63,2017-02-01,50-65,0.0,4,50-65,[]
25,"[176424, 352928, 437007]",3, 373,2017-02-01,50-65,0.0,3,50-65,['LUN SALADE ACCUEIL']
26,"[235938, 365536, 613049]",3, 1045,2017-02-01,50-65,0.0,3,50-65,['BD SDW LE LYONNAIS']
27,"[343449, 364804, 422405, 516709]",4, 2134,2017-02-01,50-65,0.0,4,50-65,['TW  LAVE GLACE H 4L']
28,"[204029, 286729, 525249]",3, 687 1615,2017-02-01,50-65,0.0,3,50-65,"['CR BADOIT BTLL', 'CR FLAN NATURE']"
29,"[111738, 140423, 204029, 278763, 286729, 525249]",6, 687,2017-02-01,50-65,0.0,6,50-65,['CR BADOIT BTLL']
30,"[157573, 223363, 296110, 400374, 457187, 469830, 525118, 623497]",8, 4101,2017-02-01,50-65,0.0,8,50-65,['LAVAGE 4 PLEIN']
31,"[295946, 316273, 620005]",3, 5468,2017-02-01,35-49,0.0,3,35-49,['KIT KAT CHUNKY DUO 70G']
32,"[182028, 535633, 616225]",3, 5529,2017-02-01,35-49,0.0,3,35-49,"[""M&M'S CACAHUETES 400G""]"
33,"[317644, 443307, 476957]",3, 5624,2017-02-01,35-49,0.0,3,35-49,['MMS PEANUT JNE 200G']
34,"[222676, 478615, 493984]",3, 5763,2017-02-01,35-49,0.0,3,35-49,['PRINGLES HOT&SPICY 40G']
35,"[201253, 238365, 496369]",3, 5827,2017-02-01,35-49,0.0,3,35-49,['LU PIMS ORANGE 150G']
36,"[240304, 474358, 577984]",3, 5920,2017-02-01,35-49,0.0,3,35-49,['MINUTE MAID TROPIC. 33CL']
37,"[100203, 100615, 100715, 100977, 101105, 101749, 103101, 103662, 103799, 103904, 104142, 104293, 104518, 105769, 106150, 106410, 106717, 107174, 107250, 107463, 108301, 109767, 109910, 110245, 111738, 111800, 111890, 112051, 112161, 113036, 113270, 113324, 113350, 113425, 114176, 114449, 114719, 118478, 118554, 118861, 120248, 121128, 121147, 121672, 121730, 121780, 122194, 122584, 122953, 123314, 123358, 123618, 123949, 124073, 124397, 124990, 125579, 125615, 125798, 126482, 126551, 126962, 127376, 128265, 128523, 129390, 129748, 130532, 131014, 131402, 134473, 134631, 137677, 137982, 138325, 138419, 138794, 139038, 140050, 140423, 140591, 140784, 141207, 141231, 143488, 143947, 146263, 146481, 147333, 147495, 148182, 148277, 149020, 151531, 152370, 152824, 153168, 153358, 153534, 154662, 156950, 157310, 157573, 158388, 158802, 159082, 159853, 160962, 161105, 161721, 162167, 164308, 165568, 165785, 167694, 167840, 168144, 169402, 169447, 170198, 170729, 172560, 173428, 174525, 174735, 175030, 176424, 176750, 177373, 177528, 177933, 178183, 178794, 178862, 179934, 180086, 180172, 180654, 181624, 183542, 185625, 185724, 186625, 186738, 187833, 188754, 189915, 191307, 191561, 192627, 193388, 194762, 195864, 195953, 196220, 197394, 198513, 198623, 199673, 199937, 199984, 200564, 200853, 202473, 204029, 204046, 204060, 204764, 205793, 206077, 206673, 207287, 208744, 211149, 211581, 211672, 212415, 213211, 213461, 214946, 215614, 215849, 220201, 220424, 221900, 222403, 222969, 223363, 224478, 224522, 224901, 225855, 226481, 227535, 228704, 228856, 229149, 233072, 233959, 234017, 235183, 235938, 236608, 237181, 237287, 238581, 238881, 239412, 239835, 240409, 240683, 241319, 242000, 242142, 242148, 243854, 243973, 244198, 245059, 245076, 245144, 245775, 246323, 247754, 249024, 250116, 250180, 251141, 251428, 251719, 251775, 251826, 252901, 254094, 254276, 254833, 255658, 256540, 256648, 257154, 258413, 258511, 258658, 258896, 260630, 261240, 261443, 261458, 261658, 262091, 262911, 263990, 264230, 264526, 265739, 266265, 267200, 267277, 267304, 269187, 269492, 269544, 269708, 270220, 270422, 270517, 271553, 271640, 271964, 272097, 272123, 272184, 272307, 272341, 272441, 273010, 273658, 273694, 274001, 274124, 274316, 274892, 274953, 275937, 276369, 276785, 277799, 278763, 281206, 281486, 282188, 282462, 283194, 285334, 285995, 286729, 287161, 287468, 287608, 287610, 288466, 288714, 289938, 290288, 290616, 291218, 291453, 292710, 293120, 293771, 294269, 294568, 294969, 295538, 296036, 296110, 296181, 296939, 298548, 299417, 299540, 299637, 301402, 301967, 302343, 302379, 304012, 304549, 306323, 307966, 308866, 309677, 310155, 310761, 315247, 315397, 315695, 315727, 316895, 318991, 319196, 321127, 321596, 322977, 325354, 325765, 326332, 326404, 327351, 328086, 331082, 331214, 338003, 338762, 340209, 340678, 341101, 341903, 343449, 344630, 344660, 344702, 344944, 345108, 345616, 345758, 346475, 347715, 348211, 348380, 348948, 348997, 352928, 355952, 356654, 357134, 357820, 362274, 363005, 363692, 364367, 364804, 365536, 366154, 366834, 368080, 369549, 369769, 371266, 371559, 371949, 372225, 372272, 372572, 373648, 373931, 375108, 375197, 375557, 376847, 378833, 379576, 380131, 380829, 382160, 383055, 383172, 383585, 384135, 385319, 385584, 385713, 387101, 388202, 389556, 392562, 392807, 395817, 398652, 398681, 400374, 401971, 404047, 406437, 407441, 408037, 409076, 412376, 413059, 414823, 416080, 418815, 422405, 422778, 422794, 423037, 426000, 427626, 428202, 429540, 430423, 431316, 432924, 435551, 436854, 437007, 438350, 439384, 443524, 444295, 444802, 447013, 448379, 450205, 451209, 452375, 453036, 454219, 454494, 457187, 459432, 460771, 460815, 461571, 462236, 463457, 464331, 464605, 464868, 466147, 466946, 467509, 467878, 468396, 468551, 469008, 469830, 470636, 470752, 470762, 472393, 472602, 474879, 475454, 476951, 479396, 480061, 481492, 482919, 484230, 484910, 485168, 488754, 488785, 490090, 490639, 491014, 493696, 496594, 497772, 498334, 500915, 505184, 506445, 508797, 509964, 511024, 513322, 515329, 516054, 516709, 516884, 517642, 518210, 518902, 519059, 519887, 520056, 521161, 521769, 521885, 523013, 524786, 525118, 525249, 526400, 527643, 528757, 531393, 532721, 534063, 534226, 534673, 535047, 535224, 535231, 536284, 538133, 540091, 540247, 540476, 540994, 541417, 542068, 542277, 542971, 545082, 545337, 547386, 549005, 551178, 551228, 552972, 554567, 555432, 555806, 555845, 557871, 557999, 558685, 558940, 559445, 561615, 562319, 563834, 563868, 566430, 567637, 568859, 569279, 569508, 570365, 572676, 572850, 573796, 575459, 576233, 580458, 580580, 584447, 585071, 586116, 588437, 594619, 594666, 596702, 600505, 600515, 604433, 604581, 604772, 605319, 605523, 606281, 606834, 607388, 608366, 613049, 613132, 613209, 616311, 616924, 620225, 621494, 622174, 623204, 623497, 623541, 624179, 627182, 644578, 649774, 651436, 653959, 657123, 659309, 661827, 666558, 668617, 670760, 675734, 685231, 685988, 686704, 686964, 687943, 697503, 698572, 703490, 715263, 720797, 721265, 721420, 722124, 723962, 728393, 730072, 730652, 733146, 733528, 733908, 737348, 740276, 744146, 746079, 752568, 752912, 758591, 759628, 768959, 777544, 777614, 787610]",653, ,2017-02-01,50-65,0.0,653,50-65,[]
38,"[101749, 106410, 107463, 111890, 114449, 121730, 125579, 129390, 134631, 140784, 146263, 147333, 147495, 153358, 157310, 169447, 177933, 195864, 200564, 205793, 206673, 221900, 236608, 237181, 239835, 249024, 251428, 251719, 255658, 256540, 257154, 258658, 261240, 264230, 267277, 271640, 271964, 272184, 272307, 272341, 274316, 274953, 277799, 285995, 287608, 290616, 296181, 299637, 307966, 308866, 315727, 321596, 325354, 327351, 328086, 331082, 348380, 364804, 371266, 373648, 373931, 379576, 383055, 406437, 409076, 416080, 426000, 427626, 432924, 436854, 462236, 468396, 470752, 481492, 484230, 490639, 515329, 516884, 520056, 521769, 523013, 534226, 535047, 535224, 540476, 545082, 569508, 570365, 604433, 606281, 608366, 613209, 616311, 621494, 623541, 627182, 649774, 653959, 657123, 670760, 685988, 686964, 703490, 721420, 730652]",105, 4126,2017-02-01,50-65,0.0,105,50-65,['RECHARGE LAVAGE']
39,"[100615, 103904, 105769, 109910, 118554, 122194, 123618, 125615, 138325, 139038, 140784, 143488, 152370, 153534, 156950, 165785, 170198, 175030, 176750, 181624, 185724, 194762, 199937, 213211, 222403, 228856, 233072, 238881, 242142, 245059, 250180, 251826, 252901, 254276, 258896, 269492, 269708, 272441, 274001, 282188, 285334, 288714, 290288, 299540, 302379, 315397, 316895, 340678, 343449, 362274, 392562, 392807, 398652, 401971, 404047, 407441, 408037, 412376, 413059, 431316, 443524, 454219, 460771, 474879, 479396, 488754, 491014, 493696, 497772, 500915, 505184, 506445, 511024, 516054, 542277, 545337, 554567, 563868, 573796, 580458, 580580, 600505, 604581, 604772, 605523, 666558, 758591]",87, 4125,2017-02-01,50-65,0.0,87,50-65,['RECHARGE LAVAGE TW - A']
40,"[104293, 113036, 118478, 122584, 130532, 167694, 177373, 187833, 191561, 199984, 251775, 264526, 270220, 270517, 281206, 287610, 293120, 294969, 338762, 345108, 347715, 368080, 375197, 384135, 385713, 398681, 418815, 438350, 444802, 454494, 464331, 464605, 482919, 519059, 551228, 555432, 557999, 559445, 588437, 651436, 685231, 752912, 787610]",43, 163,2017-02-01,50-65,0.0,43,50-65,[]
41,"[422794, 428202, 470636, 519887, 521885, 526400, 542068, 555845, 563834, 584447, 752568]",11, 263,2017-02-01,50-65,0.0,11,50-65,['REMISE BUS AUTOROUTE 9\x80']
42,"[104142, 107250, 113270, 137677, 167694, 169402, 180172, 192627, 234017, 250116, 251141, 274892, 287161, 288466, 318991, 366834, 369549, 372272, 380131, 450205, 470752, 490090, 572676, 616924, 620225]",25, 2946,2017-02-01,50-65,0.0,25,50-65,['TW  LAVE GLACE']
43,"[100977, 104518, 113036, 121147, 168144, 169402, 240683, 270422, 287468, 291453, 294568, 301402, 379576, 439384, 459432, 485168, 528757, 613132, 737348]",19, 4074,2017-02-01,50-65,0.0,19,50-65,['BIDON AD BLUE 10L']
44,"[103799, 107174, 114719, 118861, 165568, 186738, 206077, 208744, 261658, 273694, 283194, 298548, 348211, 372572, 387101, 462236, 496594, 723962, 728393]",19, 4127,2017-02-01,50-65,0.0,19,50-65,['REC LAVAGE PJE  20 U']
45,"[114176, 123314, 170729, 178862, 215614, 242148, 274124, 299417, 302343, 371949, 375108, 444295, 475454, 561615, 605319, 616924, 623204]",17, 4129,2017-02-01,50-65,0.0,17,50-65,['REC LAVAGE PJE']
46,"[100203, 126551, 134473, 158802, 159082, 174735, 291218, 296036, 344660, 348948, 363005, 372272, 452375, 470752, 498334, 622174, 624179, 730072, 733908]",19, 4136,2017-02-01,50-65,0.0,19,50-65,['RECHARGE LAVAGE TW - D']
47,"[143947, 247754, 263990, 315695, 365536, 447013, 519887, 668617, 752568]",9, 431,2017-02-01,50-65,0.0,9,50-65,['CAFE EXPRESSO']
48,"[176424, 246323, 261443, 266265, 269187, 321127, 437007, 518210, 540247, 698572]",10, 1738,2017-02-01,50-65,0.0,10,50-65,['CR CAFE EXPRESSO']
49,"[100715, 199673, 260630, 294969, 344702, 348997, 356654, 383585, 527643, 584447, 752568]",11, 1547,2017-02-01,50-65,0.0,11,50-65,['SAC BOUTIQUE KRAFT']
50,"[139038, 187833, 269187, 278763, 345758, 518210, 540247, 576233, 594666]",9, 1622,2017-02-01,50-65,0.0,9,50-65,['CR PAIN AU CHOCOLAT']
51,"[269187, 518210, 540247]",3, 1622 1738,2017-02-01,50-65,0.0,3,50-65,"['CR CAFE EXPRESSO', 'CR PAIN AU CHOCOLAT']"
52,"[204029, 243973, 286729, 352928, 525249, 584447, 752568]",7, 1615,2017-02-01,50-65,0.0,7,50-65,['CR FLAN NATURE']
53,"[113350, 123949, 128265, 138794, 161721, 176750, 197394, 298548, 385319, 563868]",10, 4099,2017-02-01,50-65,0.0,10,50-65,['LAVAGE 1 PLEIN']
54,"[151531, 191307, 211149, 273658, 551178, 600515, 675734]",7, 4131,2017-02-01,50-65,0.0,7,50-65,['LAVAGE 2 PLEIN TARIF']
55,"[106150, 125798, 356654, 428202, 661827]",5, 3334,2017-02-01,50-65,0.0,5,50-65,['SALADE MANHATTA']
56,"[363692, 453036, 519887, 521885, 531393, 584447, 752568]",7, 264,2017-02-01,50-65,0.0,7,50-65,['REMISE BUS AUTOROUTE 15\x80']
57,"[519887, 521885, 584447, 752568]",4, 264 263,2017-02-01,50-65,0.0,4,50-65,"['REMISE BUS AUTOROUTE 15\x80', 'REMISE BUS AUTOROUTE 9\x80']"
60,"[263990, 365536, 423037, 752568]",4, 1119,2017-02-01,50-65,0.0,4,50-65,['BD SAN PELLEGRI']
61,"[263990, 365536, 752568]",3, 1119 431,2017-02-01,50-65,0.0,3,50-65,"['BD SAN PELLEGRI', 'CAFE EXPRESSO']"
62,"[167077, 168332, 195858, 232528, 235596, 235939, 245547, 281256, 281283, 281822, 284255, 286321, 298742, 313520, 313654, 314302, 314647, 316534, 317704, 324156, 327141, 330852, 331009, 331420, 331498, 334123, 339292, 339428, 353471, 353744, 355838, 366974, 367928, 373549, 376322, 377685, 377865, 379152, 380551, 382915, 386618, 386924, 388509, 393049, 395081, 397669, 397821, 398225, 403445, 404654, 404827, 407537, 409846, 413231, 417862, 418229, 421341, 422118, 423302, 423495, 428547, 429671, 429748, 430029, 433003, 434047, 436629, 440210, 443162, 443552, 444023, 445207, 445370, 447204, 451156, 456059, 462438, 463550, 472987, 473266, 474302, 476509, 476702, 477263, 480133, 482562, 483791, 485938, 488798, 489345, 491709, 493366, 496995, 498613, 502970, 507317, 513774, 514349, 515602, 515864, 517696, 520013, 520893, 521837, 521874, 523195, 525660, 526417, 528601, 531565, 534303, 535895, 537889, 539446, 540798, 542530, 544077, 550509, 554234, 555013, 558423, 560139, 562102, 563165, 564738, 566886, 567455, 567520, 568346, 568774, 573956, 574988, 576237, 578365, 579456, 580438, 581812, 582201, 582842, 583156, 583933, 584471, 587523, 588236, 588938, 590694, 590913, 591423, 591620, 592625, 595924, 596504, 597316, 599341, 600263, 602649, 603204, 603293, 606879, 607514, 608489, 608531, 609205, 610511, 611043, 612356, 612410, 612824, 613501, 618413, 619463, 619622, 622143, 624419, 624519, 624545, 624767, 626162, 655483, 689996, 703456, 704816, 708709, 709121, 716317, 716869, 717009, 717415, 718355, 718406, 719011, 720846, 733998, 735292, 739860, 740166, 740965, 742499, 752510, 755557, 757060, 759265, 761107, 761912, 764636, 784863, 865871, 871314, 879783]",209, ,2017-02-01,<35,0.0,209,<35,[]
63,"[284255, 286321, 298742, 313654, 327141, 330852, 331009, 373549, 404827, 409846, 413231, 417862, 430029, 433003, 434047, 443162, 443552, 462438, 482562, 491709, 502970, 521837, 523195, 539446, 564738, 566886, 568774, 574988, 578365, 590694, 596504, 599341, 606879, 609205, 689996, 703456]",36, 4126,2017-02-01,<35,0.0,36,<35,['RECHARGE LAVAGE']
64,"[281256, 314302, 331498, 339428, 355838, 377685, 393049, 397669, 398225, 418229, 422118, 423495, 463550, 473266, 476702, 493366, 555013, 567520, 583156, 584471, 600263, 608531, 618413, 619622, 704816, 716317, 717009, 764636]",28, 4125,2017-02-01,<35,0.0,28,<35,['RECHARGE LAVAGE TW - A']
65,"[602649, 619463, 735292, 761107]",4, 263,2017-02-01,<35,0.0,4,<35,['REMISE BUS AUTOROUTE 9\x80']
66,"[314647, 403445, 485938, 562102, 580438, 612410, 612824, 739860, 879783]",9, 163,2017-02-01,<35,0.0,9,<35,[]
67,"[235939, 380551, 404654, 473266, 477263, 602649, 735292, 761107]",8, 1547,2017-02-01,<35,0.0,8,<35,['SAC BOUTIQUE KRAFT']
68,"[602649, 735292, 761107]",3, 1547 263,2017-02-01,<35,0.0,3,<35,"['REMISE BUS AUTOROUTE 9\x80', 'SAC BOUTIQUE KRAFT']"
69,"[167077, 313520, 382915, 430029, 496995, 498613, 515602, 587523, 590694, 611043, 718355, 733998]",12, 2946,2017-02-01,<35,0.0,12,<35,['TW  LAVE GLACE']
70,"[386618, 483791, 515602, 515864, 535895, 588236, 610511, 622143, 784863]",9, 4136,2017-02-01,<35,0.0,9,<35,['RECHARGE LAVAGE TW - D']
71,"[367928, 379152, 444023, 531565, 610511, 619463]",6, 6969,2017-02-01,<35,0.0,6,<35,['RED BULL BTE 25CL']
72,"[376322, 407537, 610511]",3, 3275,2017-02-01,<35,0.0,3,<35,['SDW CLA JBON BEURRE 125G']
73,"[316534, 407537, 488798, 521874]",4, 3509,2017-02-01,<35,0.0,4,<35,['CRISTALINE 50CL']
74,"[380551, 550509, 563165]",3, 6972,2017-02-01,<35,0.0,3,<35,['RED BULL 473ML']
75,"[281283, 528601, 624545]",3, 431,2017-02-01,<35,0.0,3,<35,['CAFE EXPRESSO']
76,"[353471, 476509, 544077, 560139]",4, 1615,2017-02-01,<35,0.0,4,<35,['CR FLAN NATURE']
78,"[281283, 353744, 624545]",3, 1393,2017-02-01,<35,0.0,3,<35,['BD CAFE CREME']
79,"[324156, 573956, 708709]",3, 1531,2017-02-01,<35,0.0,3,<35,[]
80,"[404654, 473266, 735292]",3, 2369 1547,2017-02-01,<35,0.0,3,<35,"['EVIAN 1L PET*', 'SAC BOUTIQUE KRAFT']"
81,"[447204, 590913, 610511]",3, 2633,2017-02-01,<35,0.0,3,<35,['OASIS TROPICAL PET 50CL']
82,"[421341, 472987, 610511]",3, 2797,2017-02-01,<35,0.0,3,<35,['COCA COLA 50CL PET']
83,"[334123, 353744, 474302]",3, 4127,2017-02-01,<35,0.0,3,<35,['REC LAVAGE PJE  20 U']
84,"[103556, 103968, 111383, 111543, 111896, 111901, 114750, 120461, 124116, 124913, 135030, 143739, 163878, 165109, 166316, 171620, 172406, 175616, 178217, 180493, 184748, 187465, 192911, 194240, 198920, 201229, 204208, 205363, 205463, 205866, 219557, 225520, 228171, 229535, 229999, 236672, 241230, 241897, 244099, 251002, 261715, 263583, 268921, 269022, 275928, 276275, 287398, 290818, 291261, 313286, 321006, 340681, 346406, 346951, 349205, 357076, 359806, 395713, 408044, 449241, 522852, 527874, 555913, 557270, 557428, 576664, 601992, 612288, 631511, 633457, 640694, 640984, 659569, 698072, 721052, 722246, 735241, 766771]",78, ,2017-02-01,>65,0.0,78,>65,[]
85,"[135030, 165109, 180493, 291261, 557428, 631511, 640984]",7, 4126,2017-02-01,>65,0.0,7,>65,['RECHARGE LAVAGE']
86,"[103556, 268921, 276275]",3, 64,2017-02-01,>65,0.0,3,>65,[]
87,"[163878, 171620, 205363, 205463, 601992]",5, 4125,2017-02-01,>65,0.0,5,>65,['RECHARGE LAVAGE TW - A']
88,"[124913, 349205, 522852]",3, 285,2017-02-01,>65,0.0,3,>65,[]
89,"[183542, 356654, 715263]",3, 6855,2017-02-01,50-65,0.0,3,50-65,"[""CHIPS LAY'S SAL""]"
90,"[180415, 192639, 247304]",3, 4632,2017-02-01,35-49,0.0,3,35-49,['NET.JANTE 500ML NEOCLEAN']
91,"[179934, 193388, 294969]",3, 6346,2017-02-01,50-65,0.0,3,50-65,['PRINCE GRANOLA LAIT 200 G']
92,"[100715, 241319, 464868]",3, 6012,2017-02-01,50-65,0.0,3,50-65,['ICE TEA PECHE 50CL']
93,"[263990, 278763, 365536, 531393]",4, 1388,2017-02-01,50-65,0.0,4,50-65,['BD FLAN NATURE']
