,user_ids,support,itemsets,period,property_values,depth,size,AGE,itemset_name
39,"[100615, 103904, 105769, 109910, 118554, 122194, 123618, 125615, 138325, 139038, 140784, 143488, 152370, 153534, 156950, 165785, 170198, 175030, 176750, 181624, 185724, 194762, 199937, 213211, 222403, 228856, 233072, 238881, 242142, 245059, 250180, 251826, 252901, 254276, 258896, 269492, 269708, 272441, 274001, 282188, 285334, 288714, 290288, 299540, 302379, 315397, 316895, 340678, 343449, 362274, 392562, 392807, 398652, 401971, 404047, 407441, 408037, 412376, 413059, 431316, 443524, 454219, 460771, 474879, 479396, 488754, 491014, 493696, 497772, 500915, 505184, 506445, 511024, 516054, 542277, 545337, 554567, 563868, 573796, 580458, 580580, 600505, 604581, 604772, 605523, 666558, 758591]",87, 4125,2017-03-01,50-65,0.0,87,50-65,['RECHARGE LAVAGE TW - A']
40,"[104293, 113036, 118478, 122584, 130532, 167694, 177373, 187833, 191561, 199984, 251775, 264526, 270220, 270517, 281206, 287610, 293120, 294969, 338762, 345108, 347715, 368080, 375197, 384135, 385713, 398681, 418815, 438350, 444802, 454494, 464331, 464605, 482919, 519059, 551228, 555432, 557999, 559445, 588437, 651436, 685231, 752912, 787610]",43, 163,2017-03-01,50-65,0.0,43,50-65,[]
41,"[422794, 428202, 470636, 519887, 521885, 526400, 542068, 555845, 563834, 584447, 752568]",11, 263,2017-03-01,50-65,0.0,11,50-65,['REMISE BUS AUTOROUTE 9\x80']
42,"[104142, 107250, 113270, 137677, 167694, 169402, 180172, 192627, 234017, 250116, 251141, 274892, 288466, 318991, 366834, 369549, 372272, 380131, 450205, 470752, 490090, 572676, 616924, 620225]",24, 2946,2017-03-01,50-65,0.0,24,50-65,['TW  LAVE GLACE']
43,"[100977, 104518, 113036, 121147, 168144, 169402, 240683, 270422, 287468, 291453, 294568, 301402, 379576, 439384, 459432, 485168, 528757, 613132, 737348]",19, 4074,2017-03-01,50-65,0.0,19,50-65,['BIDON AD BLUE 10L']
44,"[103799, 107174, 114719, 118861, 165568, 186738, 206077, 208744, 261658, 273694, 283194, 298548, 348211, 372572, 387101, 462236, 496594, 723962, 728393]",19, 4127,2017-03-01,50-65,0.0,19,50-65,['REC LAVAGE PJE  20 U']
45,"[114176, 123314, 170729, 178862, 215614, 242148, 274124, 299417, 302343, 375108, 444295, 475454, 561615, 605319, 616924, 623204]",16, 4129,2017-03-01,50-65,0.0,16,50-65,['REC LAVAGE PJE']
46,"[100203, 126551, 134473, 158802, 159082, 174735, 291218, 296036, 344660, 348948, 363005, 372272, 452375, 470752, 498334, 622174, 624179, 730072, 733908]",19, 4136,2017-03-01,50-65,0.0,19,50-65,['RECHARGE LAVAGE TW - D']
47,"[143947, 247754, 263990, 315695, 365536, 447013, 519887, 668617, 752568]",9, 431,2017-03-01,50-65,0.0,9,50-65,['CAFE EXPRESSO']
48,"[176424, 246323, 261443, 266265, 269187, 321127, 437007, 518210, 540247, 698572]",10, 1738,2017-03-01,50-65,0.0,10,50-65,['CR CAFE EXPRESSO']
49,"[100715, 199673, 260630, 294969, 344702, 348997, 356654, 383585, 527643, 584447, 752568]",11, 1547,2017-03-01,50-65,0.0,11,50-65,['SAC BOUTIQUE KRAFT']
50,"[139038, 187833, 269187, 278763, 345758, 518210, 540247, 576233, 594666]",9, 1622,2017-03-01,50-65,0.0,9,50-65,['CR PAIN AU CHOCOLAT']
51,"[269187, 518210, 540247]",3, 1622 1738,2017-03-01,50-65,0.0,3,50-65,"['CR CAFE EXPRESSO', 'CR PAIN AU CHOCOLAT']"
52,"[204029, 243973, 286729, 352928, 525249, 584447, 752568]",7, 1615,2017-03-01,50-65,0.0,7,50-65,['CR FLAN NATURE']
53,"[113350, 123949, 128265, 138794, 161721, 176750, 197394, 298548, 385319, 563868]",10, 4099,2017-03-01,50-65,0.0,10,50-65,['LAVAGE 1 PLEIN']
54,"[151531, 191307, 211149, 273658, 551178, 600515, 675734]",7, 4131,2017-03-01,50-65,0.0,7,50-65,['LAVAGE 2 PLEIN TARIF']
55,"[106150, 125798, 356654, 428202, 661827]",5, 3334,2017-03-01,50-65,0.0,5,50-65,['SALADE MANHATTA']
56,"[363692, 453036, 519887, 521885, 531393, 584447, 752568]",7, 264,2017-03-01,50-65,0.0,7,50-65,['REMISE BUS AUTOROUTE 15\x80']
57,"[519887, 521885, 584447, 752568]",4, 264 263,2017-03-01,50-65,0.0,4,50-65,"['REMISE BUS AUTOROUTE 15\x80', 'REMISE BUS AUTOROUTE 9\x80']"
59,"[180415, 192639, 247304]",3, 4632,2017-03-01,35-49,0.0,3,35-49,['NET.JANTE 500ML NEOCLEAN']
61,"[263990, 365536, 752568]",3, 1119 431,2017-03-01,50-65,0.0,3,50-65,"['BD SAN PELLEGRI', 'CAFE EXPRESSO']"
62,"[284255, 286321, 298742, 313654, 327141, 330852, 331009, 373549, 404827, 409846, 413231, 417862, 430029, 433003, 434047, 443162, 443552, 462438, 482562, 491709, 502970, 521837, 523195, 539446, 564738, 566886, 568774, 574988, 578365, 590694, 596504, 599341, 606879, 609205, 689996, 703456]",36, 4126,2017-03-01,<35,0.0,36,<35,['RECHARGE LAVAGE']
63,"[281256, 314302, 331498, 339428, 355838, 377685, 393049, 397669, 398225, 418229, 422118, 423495, 463550, 473266, 476702, 493366, 555013, 567520, 583156, 584471, 600263, 608531, 618413, 619622, 704816, 716317, 717009, 764636]",28, 4125,2017-03-01,<35,0.0,28,<35,['RECHARGE LAVAGE TW - A']
64,"[602649, 619463, 735292, 761107]",4, 263,2017-03-01,<35,0.0,4,<35,['REMISE BUS AUTOROUTE 9\x80']
65,"[314647, 403445, 485938, 562102, 580438, 612410, 612824, 739860, 879783]",9, 163,2017-03-01,<35,0.0,9,<35,[]
66,"[235939, 380551, 404654, 473266, 477263, 602649, 735292, 761107]",8, 1547,2017-03-01,<35,0.0,8,<35,['SAC BOUTIQUE KRAFT']
67,"[602649, 735292, 761107]",3, 1547 263,2017-03-01,<35,0.0,3,<35,"['REMISE BUS AUTOROUTE 9\x80', 'SAC BOUTIQUE KRAFT']"
68,"[167077, 313520, 382915, 430029, 496995, 498613, 515602, 587523, 590694, 611043, 718355, 733998]",12, 2946,2017-03-01,<35,0.0,12,<35,['TW  LAVE GLACE']
69,"[386618, 483791, 515602, 515864, 535895, 588236, 610511, 622143, 784863]",9, 4136,2017-03-01,<35,0.0,9,<35,['RECHARGE LAVAGE TW - D']
70,"[367928, 379152, 444023, 531565, 610511, 619463]",6, 6969,2017-03-01,<35,0.0,6,<35,['RED BULL BTE 25CL']
71,"[376322, 407537, 610511]",3, 3275,2017-03-01,<35,0.0,3,<35,['SDW CLA JBON BEURRE 125G']
72,"[316534, 407537, 488798, 521874]",4, 3509,2017-03-01,<35,0.0,4,<35,['CRISTALINE 50CL']
73,"[380551, 550509, 563165]",3, 6972,2017-03-01,<35,0.0,3,<35,['RED BULL 473ML']
74,"[167077, 168332, 195858, 232528, 235596, 235939, 245547, 281256, 281283, 281822, 284255, 286321, 298742, 313520, 313654, 314302, 314647, 316534, 317704, 324156, 327141, 330852, 331009, 331420, 331498, 334123, 339292, 339428, 353471, 353744, 355838, 366974, 367928, 373549, 376322, 377685, 377865, 379152, 380551, 382915, 386618, 386924, 388509, 393049, 395081, 397669, 397821, 398225, 403445, 404654, 404827, 407537, 409846, 413231, 417862, 418229, 421341, 422118, 423302, 423495, 428547, 429671, 429748, 430029, 433003, 434047, 436629, 440210, 443162, 443552, 444023, 445207, 445370, 447204, 451156, 456059, 462438, 463550, 472987, 473266, 474302, 476509, 476702, 477263, 480133, 482562, 483791, 485938, 488798, 489345, 491709, 493366, 496995, 498613, 502970, 507317, 513774, 514349, 515602, 515864, 517696, 520013, 520893, 521837, 521874, 523195, 525660, 526417, 528601, 531565, 534303, 535895, 537889, 539446, 540798, 542530, 544077, 550509, 554234, 555013, 558423, 560139, 562102, 563165, 564738, 566886, 567455, 567520, 568346, 568774, 573956, 574988, 576237, 578365, 579456, 580438, 581812, 582201, 582842, 583156, 583933, 584471, 587523, 588236, 588938, 590694, 590913, 591423, 591620, 592625, 595924, 596504, 597316, 599341, 600263, 602649, 603204, 603293, 606879, 607514, 608489, 608531, 609205, 610511, 611043, 612356, 612410, 612824, 613501, 618413, 619463, 619622, 622143, 624419, 624519, 624545, 624767, 626162, 655483, 689996, 703456, 704816, 708709, 709121, 716317, 716869, 717009, 717415, 718355, 718406, 719011, 720846, 733998, 735292, 739860, 740166, 740965, 742499, 752510, 755557, 757060, 759265, 761107, 761912, 764636, 784863, 865871, 871314, 879783]",209, ,2017-03-01,<35,0.0,209,<35,[]
75,"[281283, 528601, 624545]",3, 431,2017-03-01,<35,0.0,3,<35,['CAFE EXPRESSO']
76,"[581812, 592625, 735292]",3, 2363,2017-03-01,<35,0.0,3,<35,"['EVIAN 1,5L']"
77,"[339292, 491709, 588938, 595924]",4, 4074,2017-03-01,<35,0.0,4,<35,['BIDON AD BLUE 10L']
78,"[281283, 353744, 624545]",3, 1393,2017-03-01,<35,0.0,3,<35,['BD CAFE CREME']
79,"[324156, 573956, 708709]",3, 1531,2017-03-01,<35,0.0,3,<35,[]
80,"[404654, 473266, 735292]",3, 2369 1547,2017-03-01,<35,0.0,3,<35,"['EVIAN 1L PET*', 'SAC BOUTIQUE KRAFT']"
81,"[421341, 472987, 610511]",3, 2797,2017-03-01,<35,0.0,3,<35,['COCA COLA 50CL PET']
82,"[334123, 353744, 474302]",3, 4127,2017-03-01,<35,0.0,3,<35,['REC LAVAGE PJE  20 U']
83,"[103556, 103968, 111383, 111543, 111896, 111901, 114750, 120461, 124116, 124913, 135030, 143739, 163878, 165109, 166316, 171620, 172406, 175616, 178217, 180493, 184748, 187465, 192911, 194240, 198920, 201229, 204208, 205363, 205463, 205866, 219557, 225520, 228171, 229535, 229999, 236672, 241230, 241897, 244099, 251002, 261715, 263583, 268921, 269022, 275928, 276275, 287398, 290818, 291261, 313286, 321006, 340681, 346406, 346951, 349205, 357076, 359806, 395713, 408044, 449241, 522852, 527874, 555913, 557270, 557428, 576664, 601992, 612288, 631511, 633457, 640694, 640984, 659569, 698072, 721052, 722246, 735241, 766771]",78, ,2017-03-01,>65,0.0,78,>65,[]
84,"[135030, 165109, 180493, 291261, 557428, 631511, 640984]",7, 4126,2017-03-01,>65,0.0,7,>65,['RECHARGE LAVAGE']
85,"[103556, 268921, 276275]",3, 64,2017-03-01,>65,0.0,3,>65,[]
86,"[163878, 171620, 205363, 205463, 601992]",5, 4125,2017-03-01,>65,0.0,5,>65,['RECHARGE LAVAGE TW - A']
87,"[124913, 349205, 522852]",3, 285,2017-03-01,>65,0.0,3,>65,[]
88,"[353471, 476509, 544077, 560139]",4, 1615,2017-03-01,<35,0.0,4,<35,['CR FLAN NATURE']
89,"[183542, 356654, 715263]",3, 6855,2017-03-01,50-65,0.0,3,50-65,"[""CHIPS LAY'S SAL""]"
90,"[179934, 193388, 294969]",3, 6346,2017-03-01,50-65,0.0,3,50-65,['PRINCE GRANOLA LAIT 200 G']
91,"[310155, 448379, 568859]",3, 6259,2017-03-01,50-65,0.0,3,50-65,['ARBRE MAGIQUE VANILLE']
92,"[263990, 278763, 365536, 531393]",4, 1388,2017-03-01,50-65,0.0,4,50-65,['BD FLAN NATURE']
93,"[140050, 258413, 466946]",3, 1698,2017-03-01,50-65,0.0,3,50-65,['ROCHER NOIR 35G']
