,user_ids,support,itemsets,period,property_values,depth,size,AGE,itemset_name
34,"[110133, 124474, 134880, 137892, 149249, 157047, 170455, 184841, 188482, 195200, 208332, 212363, 245407, 330312, 344551, 365174, 377365, 382271, 383944, 387373, 388275, 403386, 406484, 428048, 435091, 457865, 469697, 480899, 482969, 491767, 506588, 518488, 520008, 545406, 548715, 555618, 579243, 584986, 588675, 590237, 613840, 615217, 617729, 626070, 693202, 693851, 733800, 747986, 748989, 756856, 758624, 781591]",52, 4125,2017-02-28,35-49,0.0,52,35-49,['RECHARGE LAVAGE TW - A']
35,"[125902, 156003, 157180, 173968, 193677, 197718, 199285, 231496, 235302, 249926, 270370, 270415, 298450, 314153, 314863, 331316, 342654, 352108, 354101, 359007, 363393, 378650, 380689, 420063, 426563, 429530, 438686, 457077, 470483, 477668, 480255, 483490, 486113, 506019, 517640, 520840, 543053, 545590, 577041, 601555, 608653, 715934, 756856, 767398, 778878]",45, 4126,2017-02-28,35-49,0.0,45,35-49,['RECHARGE LAVAGE']
36,"[517346, 518911, 531392, 565366, 574634, 577984, 610037, 616225, 622013, 751356, 754685, 758594, 772088]",13, 263,2017-02-28,35-49,0.0,13,35-49,['REMISE BUS AUTOROUTE 9\x80']
37,"[565366, 610249, 622027, 754357]",4, 264,2017-02-28,35-49,0.0,4,35-49,['REMISE BUS AUTOROUTE 15\x80']
38,"[157047, 427382, 449654, 525672, 565366, 610249, 622013, 754685]",8, 3510,2017-02-28,35-49,0.0,8,35-49,['CRISTALINE 1.5L']
39,"[565366, 622013, 754685]",3, 3510 263,2017-02-28,35-49,0.0,3,35-49,"['CRISTALINE 1.5L', 'REMISE BUS AUTOROUTE 9\x80']"
40,"[180415, 247304, 328876, 354730, 374511, 442178, 511601, 576380, 674344, 783083]",10, 4136,2017-02-28,35-49,0.0,10,35-49,['RECHARGE LAVAGE TW - D']
41,"[195105, 247304, 264832, 335124, 353881, 459950, 544260, 588675, 714981]",9, 2946,2017-02-28,35-49,0.0,9,35-49,['TW  LAVE GLACE']
42,"[138395, 176549, 189043, 366593, 402047, 445522, 473843, 577041]",8, 4127,2017-02-28,35-49,0.0,8,35-49,['REC LAVAGE PJE  20 U']
43,"[112041, 472871, 610249, 622027]",4, 1615,2017-02-28,35-49,0.0,4,35-49,['CR FLAN NATURE']
44,"[173968, 313925, 404833, 442439, 565366, 574634]",6, 1547,2017-02-28,35-49,0.0,6,35-49,['SAC BOUTIQUE KRAFT']
45,"[419999, 468745, 499303, 544783]",4, 4074,2017-02-28,35-49,0.0,4,35-49,['BIDON AD BLUE 10L']
46,"[240947, 441047, 476957, 751356]",4, 2631,2017-02-28,35-49,0.0,4,35-49,['ORANGINA PET 50']
47,"[116442, 123801, 260419, 261384, 319317, 324104, 421137, 427096, 427250, 460228, 503953, 539333, 543714, 566083, 566222, 567220, 607784, 751640]",18, 163,2017-02-28,35-49,0.0,18,35-49,[]
48,"[271265, 342550, 359007, 416756]",4, 4132,2017-02-28,35-49,0.0,4,35-49,['LAVAGE 3 PLEIN']
49,"[149358, 304901, 518911, 531392]",4, 2754,2017-02-28,35-49,0.0,4,35-49,"[""CHIPS LAY'S BBQ""]"
50,"[214517, 531392, 772088]",3, 6723,2017-02-28,35-49,0.0,3,35-49,['SAN PELLEGRINO  50CL']
51,"[180415, 192639, 247304]",3, 4632,2017-02-28,35-49,0.0,3,35-49,['NET.JANTE 500ML NEOCLEAN']
52,"[177783, 417022, 602861]",3, 4129,2017-02-28,35-49,0.0,3,35-49,['REC LAVAGE PJE']
54,"[214517, 476957, 616225]",3, 3880,2017-02-28,35-49,0.0,3,35-49,['SDW JAMB CHEDDAR SUED XXL 230G']
55,"[119057, 240947, 477918]",3, 6722,2017-02-28,35-49,0.0,3,35-49,['SAN PELLEGRINO 1L']
56,"[304901, 369654, 692982]",3, 3306,2017-02-28,35-49,0.0,3,35-49,['SDW MEGA JB CHE']
57,"[304901, 322520, 342376, 572129]",4, 5607,2017-02-28,35-49,0.0,4,35-49,['COCA COLA ZERO 50CL PET']
58,"[240947, 518911, 572129]",3, 3877,2017-02-28,35-49,0.0,3,35-49,['XXL JBON EMM.SALADE  230G']
59,"[369654, 692982, 766154]",3, 1760,2017-02-28,35-49,0.0,3,35-49,['COCA COLA CHERRY 50CL PET']
60,"[149358, 240947, 572129]",3, 6855,2017-02-28,35-49,0.0,3,35-49,"[""CHIPS LAY'S SAL""]"
61,"[528902, 565366, 610381]",3, 1825,2017-02-28,35-49,0.0,3,35-49,['MALBORO']
62,"[195105, 201253, 450235]",3, 2369,2017-02-28,35-49,0.0,3,35-49,['EVIAN 1L PET*']
63,"[140423, 204029, 278763, 286729, 525249]",5, 687,2017-03-15,50-65,0.014285714285714285,5,50-65,['CR BADOIT BTLL']
65,"[120248, 121128, 129748, 344630]",4, 4132,2017-03-15,50-65,0.014285714285714285,4,50-65,['LAVAGE 3 PLEIN']
67,"[140050, 276785, 466946, 586116]",4, 2362,2017-03-15,50-65,0.014285714285714285,4,50-65,['EVIAN FREERIDE 75 CL']
68,"[176424, 352928, 437007]",3, 373,2017-03-15,50-65,0.014285714285714285,3,50-65,['LUN SALADE ACCUEIL']
69,"[124990, 140591, 233959, 278763, 527643]",5, 6723,2017-03-15,50-65,0.014285714285714285,5,50-65,['SAN PELLEGRINO  50CL']
70,"[113350, 123949, 128265, 138794, 161721]",5, 4099,2017-03-15,50-65,0.014285714285714285,5,50-65,['LAVAGE 1 PLEIN']
71,"[204029, 278763, 352928, 575459]",4, 1855,2017-03-15,50-65,0.014285714285714285,4,50-65,['CR SANDWICH CLASSIC']
72,"[204029, 286729, 525249]",3, 687 1615,2017-03-15,50-65,0.014285714285714285,3,50-65,"['CR BADOIT BTLL', 'CR FLAN NATURE']"
73,"[245076, 395817, 594619, 744146]",4, 4137,2017-03-15,50-65,0.014285714285714285,4,50-65,['REC LAVAGE PJE 97 U']
74,"[204029, 281486, 348997, 428202]",4, 2369,2017-03-15,50-65,0.014285714285714285,4,50-65,['EVIAN 1L PET*']
75,"[143947, 247754, 263990, 315695, 365536, 519887, 668617]",7, 431,2017-03-15,50-65,0.014285714285714285,7,50-65,['CAFE EXPRESSO']
76,"[157573, 223363, 296110, 400374, 457187, 469830, 525118]",7, 4101,2017-03-15,50-65,0.014285714285714285,7,50-65,['LAVAGE 4 PLEIN']
77,"[100715, 294969, 344702, 348997, 356654, 527643, 752568]",7, 1547,2017-03-15,50-65,0.014285714285714285,7,50-65,['SAC BOUTIQUE KRAFT']
78,"[204029, 243973, 286729, 352928, 525249]",5, 1615,2017-03-15,50-65,0.014285714285714285,5,50-65,['CR FLAN NATURE']
79,"[176424, 246323, 266265, 437007, 698572]",5, 1738,2017-03-15,50-65,0.014285714285714285,5,50-65,['CR CAFE EXPRESSO']
80,"[139038, 187833, 278763, 345758, 594666]",5, 1622,2017-03-15,50-65,0.014285714285714285,5,50-65,['CR PAIN AU CHOCOLAT']
81,"[100203, 126551, 159082, 296036, 348948, 363005, 372272, 452375, 498334, 733908]",10, 4136,2017-03-15,50-65,0.014285714285714285,10,50-65,['RECHARGE LAVAGE TW - D']
82,"[103799, 107174, 114719, 118861, 206077, 261658, 283194, 298548, 372572, 462236, 723962]",11, 4127,2017-03-15,50-65,0.014285714285714285,11,50-65,['REC LAVAGE PJE  20 U']
83,"[137677, 167694, 169402, 180172, 250116, 251141, 288466, 318991, 372272, 450205, 490090, 572676, 616924]",13, 2946,2017-03-15,50-65,0.014285714285714285,13,50-65,['TW  LAVE GLACE']
84,"[100977, 104518, 121147, 169402, 240683, 270422, 287468, 291453, 294568, 301402, 379576, 485168, 528757, 613132]",14, 4074,2017-03-15,50-65,0.014285714285714285,14,50-65,['BIDON AD BLUE 10L']
85,"[428202, 470636, 519887, 521885, 555845, 563834, 584447, 752568]",8, 263,2017-03-15,50-65,0.014285714285714285,8,50-65,['REMISE BUS AUTOROUTE 9\x80']
86,"[263990, 365536, 423037]",3, 1119,2017-03-15,50-65,0.014285714285714285,3,50-65,['BD SAN PELLEGRI']
87,"[100615, 109910, 118554, 122194, 123618, 125615, 139038, 152370, 153534, 156950, 185724, 222403, 245059, 250180, 252901, 254276, 258896, 269492, 274001, 282188, 285334, 290288, 299540, 302379, 340678, 362274, 392807, 398652, 404047, 412376, 431316, 443524, 454219, 479396, 500915, 505184, 516054, 554567, 563868, 573796, 580580, 600505, 604581, 604772]",44, 4125,2017-03-15,50-65,0.014285714285714285,44,50-65,['RECHARGE LAVAGE TW - A']
88,"[151531, 191307, 211149, 273658]",4, 4131,2017-03-15,50-65,0.014285714285714285,4,50-65,['LAVAGE 2 PLEIN TARIF']
89,"[263990, 278763, 365536]",3, 1388,2017-03-15,50-65,0.014285714285714285,3,50-65,['BD FLAN NATURE']
90,"[404654, 473266, 477263, 602649, 735292]",5, 1547,2017-03-15,<35,0.014285714285714285,5,<35,['SAC BOUTIQUE KRAFT']
91,"[100715, 527643, 584447]",3, 1704,2017-03-15,50-65,0.014285714285714285,3,50-65,['KIT KAT X 3  124.50']
92,"[104293, 118478, 122584, 130532, 167694, 177373, 187833, 191561, 199984, 251775, 264526, 270220, 270517, 287610, 293120, 294969, 338762, 345108, 347715, 368080, 375197, 385713, 398681, 418815, 438350, 464331, 464605, 482919, 519059, 555432, 557999, 588437, 651436, 685231, 752912, 787610]",36, 163,2017-03-15,50-65,0.014285714285714285,36,50-65,[]
93,"[163878, 171620, 205363, 205463, 601992]",5, 4125,2017-03-15,>65,0.014285714285714285,5,>65,['RECHARGE LAVAGE TW - A']
94,"[135030, 180493, 291261, 557428, 631511, 640984]",6, 4126,2017-03-15,>65,0.014285714285714285,6,>65,['RECHARGE LAVAGE']
95,"[103968, 111901, 124116, 124913, 135030, 163878, 166316, 171620, 172406, 180493, 192911, 194240, 198920, 204208, 205363, 205463, 205866, 219557, 225520, 261715, 263583, 268921, 269022, 275928, 276275, 287398, 291261, 313286, 321006, 340681, 346951, 357076, 359806, 408044, 557428, 601992, 612288, 631511, 633457, 640694, 640984, 721052]",42, ,2017-03-15,>65,0.014285714285714285,42,>65,[]
96,"[334123, 353744, 474302]",3, 4127,2017-03-15,<35,0.014285714285714285,3,<35,['REC LAVAGE PJE  20 U']
97,"[491709, 588938, 595924]",3, 4074,2017-03-15,<35,0.014285714285714285,3,<35,['BIDON AD BLUE 10L']
98,"[421341, 472987, 610511]",3, 2797,2017-03-15,<35,0.014285714285714285,3,<35,['COCA COLA 50CL PET']
99,"[404654, 473266, 735292]",3, 2369 1547,2017-03-15,<35,0.014285714285714285,3,<35,"['EVIAN 1L PET*', 'SAC BOUTIQUE KRAFT']"
101,"[581812, 592625, 735292]",3, 2363,2017-03-15,<35,0.014285714285714285,3,<35,"['EVIAN 1,5L']"
102,"[376322, 407537, 610511]",3, 3275,2017-03-15,<35,0.014285714285714285,3,<35,['SDW CLA JBON BEURRE 125G']
103,"[313520, 382915, 430029, 515602, 733998]",5, 2946,2017-03-15,<35,0.014285714285714285,5,<35,['TW  LAVE GLACE']
104,"[296939, 513322, 622174]",3, 1531,2017-03-15,50-65,0.014285714285714285,3,50-65,[]
105,"[483791, 515602, 515864, 588236, 784863]",5, 4136,2017-03-15,<35,0.014285714285714285,5,<35,['RECHARGE LAVAGE TW - D']
106,"[314647, 403445, 580438, 612410, 612824, 739860]",6, 163,2017-03-15,<35,0.014285714285714285,6,<35,[]
107,"[602649, 619463, 735292, 761107]",4, 263,2017-03-15,<35,0.014285714285714285,4,<35,['REMISE BUS AUTOROUTE 9\x80']
108,"[281256, 314302, 331498, 339428, 355838, 393049, 418229, 422118, 423495, 463550, 476702, 493366, 555013, 584471, 618413, 619622, 717009, 764636]",18, 4125,2017-03-15,<35,0.014285714285714285,18,<35,['RECHARGE LAVAGE TW - A']
109,"[284255, 330852, 331009, 373549, 404827, 409846, 430029, 433003, 443162, 443552, 462438, 491709, 502970, 539446, 564738, 568774, 578365, 599341, 606879, 703456]",20, 4126,2017-03-15,<35,0.014285714285714285,20,<35,['RECHARGE LAVAGE']
110,"[168332, 195858, 235596, 281256, 281283, 284255, 313520, 314302, 314647, 316534, 324156, 330852, 331009, 331420, 331498, 334123, 339428, 353744, 355838, 366974, 367928, 373549, 376322, 377865, 379152, 382915, 388509, 393049, 395081, 403445, 404654, 404827, 407537, 409846, 418229, 421341, 422118, 423302, 423495, 429748, 430029, 433003, 443162, 443552, 445207, 451156, 456059, 462438, 463550, 472987, 473266, 474302, 476702, 477263, 483791, 488798, 489345, 491709, 493366, 502970, 513774, 514349, 515602, 515864, 517696, 520893, 521837, 525660, 526417, 528601, 531565, 537889, 539446, 540798, 554234, 555013, 560139, 563165, 564738, 568346, 568774, 573956, 578365, 579456, 580438, 581812, 583933, 584471, 588236, 588938, 591620, 592625, 595924, 599341, 602649, 606879, 608489, 610511, 612356, 612410, 612824, 613501, 618413, 619463, 619622, 624419, 655483, 703456, 709121, 716869, 717009, 718355, 718406, 733998, 735292, 739860, 740965, 742499, 759265, 761107, 764636, 784863]",122, ,2017-03-15,<35,0.014285714285714285,122,<35,[]
111,"[310155, 448379, 568859]",3, 6259,2017-03-15,50-65,0.014285714285714285,3,50-65,['ARBRE MAGIQUE VANILLE']
112,"[174525, 243973, 659309]",3, 5929,2017-03-15,50-65,0.014285714285714285,3,50-65,['COCA COLA ZERO']
113,"[178794, 180086, 294969]",3, 4632,2017-03-15,50-65,0.014285714285714285,3,50-65,['NET.JANTE 500ML NEOCLEAN']
116,"[364804, 422405, 516709]",3, 2134,2017-03-15,50-65,0.014285714285714285,3,50-65,['TW  LAVE GLACE H 4L']
117,"[153168, 304012, 375557]",3, 1743,2017-03-15,50-65,0.014285714285714285,3,50-65,['LION UNITE 42G']
118,"[367928, 379152, 531565, 610511, 619463]",5, 6969,2017-03-15,<35,0.014285714285714285,5,<35,['RED BULL BTE 25CL']
119,"[101749, 106410, 111890, 121730, 125579, 147333, 147495, 153358, 195864, 205793, 206673, 221900, 237181, 251428, 256540, 257154, 264230, 271640, 271964, 272184, 272307, 285995, 287608, 299637, 307966, 308866, 325354, 331082, 348380, 364804, 373648, 379576, 383055, 406437, 409076, 416080, 432924, 436854, 470752, 484230, 516884, 521769, 523013, 535047, 545082, 570365, 604433, 606281, 608366, 613209, 616311, 627182, 649774, 657123, 670760, 685988, 721420]",57, 4126,2017-03-15,50-65,0.014285714285714285,57,50-65,['RECHARGE LAVAGE']
120,"[114176, 123314, 178862, 215614, 242148, 302343, 475454, 616924]",8, 4129,2017-03-15,50-65,0.014285714285714285,8,50-65,['REC LAVAGE PJE']
121,"[404325, 548110, 624033]",3, 6969,2017-03-15,35-49,0.014285714285714285,3,35-49,['RED BULL BTE 25CL']
122,"[206078, 604947, 620005]",3, 431,2017-03-15,35-49,0.014285714285714285,3,35-49,['CAFE EXPRESSO']
123,"[179210, 274761, 318476, 557472, 565480, 615241]",6, 4128,2017-03-15,35-49,0.014285714285714285,6,35-49,['REC LAVAGE PJE 35U']
124,"[509370, 525672, 593085]",3, 3881,2017-03-15,35-49,0.014285714285714285,3,35-49,['SDW DAUNAT MINI']
125,"[152992, 602122, 610249]",3, 1871,2017-03-15,35-49,0.014285714285714285,3,35-49,['CR CHAUSSON AUX POMMES 120G']
126,"[610249, 622027, 754685]",3, 264,2017-03-15,35-49,0.014285714285714285,3,35-49,['REMISE BUS AUTOROUTE 15\x80']
127,"[141664, 286215, 319861, 390756, 513907, 621048, 763217]",7, 4136,2017-03-15,35-49,0.014285714285714285,7,35-49,['RECHARGE LAVAGE TW - D']
128,"[124681, 165377, 290249, 432995, 557959, 768277]",6, 4132,2017-03-15,35-49,0.014285714285714285,6,35-49,['LAVAGE 3 PLEIN']
129,"[312877, 388999, 399114, 474442, 536971, 580256, 756895]",7, 4127,2017-03-15,35-49,0.014285714285714285,7,35-49,['REC LAVAGE PJE  20 U']
130,"[407077, 428651, 464167, 517346, 675861, 866444]",6, 3509,2017-03-15,35-49,0.014285714285714285,6,35-49,['CRISTALINE 50CL']
131,"[284033, 288846, 472871, 754685]",4, 1615,2017-03-15,35-49,0.014285714285714285,4,35-49,['CR FLAN NATURE']
132,"[166939, 193871, 316705, 460746, 557537, 591687, 751640]",7, 1532,2017-03-15,35-49,0.014285714285714285,7,35-49,[]
133,"[588666, 600388, 616225, 754685]",4, 602,2017-03-15,35-49,0.014285714285714285,4,35-49,['CR SANDWHICH OCEANIQUE (NEW)']
134,"[511109, 574634, 758594]",3, 3404,2017-03-15,35-49,0.014285714285714285,3,35-49,['20 MADELEINES L. CHOCO 250G']
135,"[199022, 223318, 260993, 293992, 353337, 358331, 412316, 567220, 643227, 756445]",10, 2946,2017-03-15,35-49,0.014285714285714285,10,35-49,['TW  LAVE GLACE']
136,"[201253, 295946, 758594]",3, 1547 2369,2017-03-15,35-49,0.014285714285714285,3,35-49,"['EVIAN 1L PET*', 'SAC BOUTIQUE KRAFT']"
137,"[574634, 751356, 758594]",3, 1547 263,2017-03-15,35-49,0.014285714285714285,3,35-49,"['REMISE BUS AUTOROUTE 9\x80', 'SAC BOUTIQUE KRAFT']"
138,"[102647, 201253, 283016, 295946, 316273, 442439, 525672, 574634, 751356, 758594]",10, 1547,2017-03-15,35-49,0.014285714285714285,10,35-49,['SAC BOUTIQUE KRAFT']
139,"[210355, 273854, 340350, 419999, 514589, 519415, 524613, 747961, 778698]",9, 4074,2017-03-15,35-49,0.014285714285714285,9,35-49,['BIDON AD BLUE 10L']
140,"[129865, 238365, 441344, 495580, 525672, 565366, 574634, 594535, 718468, 751356, 758967]",11, 3510,2017-03-15,35-49,0.014285714285714285,11,35-49,['CRISTALINE 1.5L']
141,"[113566, 195105, 201253, 241017, 249449, 295946, 343385, 443307, 535633, 758594]",10, 2369,2017-03-15,35-49,0.014285714285714285,10,35-49,['EVIAN 1L PET*']
142,"[517346, 521183, 565366, 570925, 574634, 610037, 616225, 622013, 622027, 719763, 751356, 758594, 772088]",13, 263,2017-03-15,35-49,0.014285714285714285,13,35-49,['REMISE BUS AUTOROUTE 9\x80']
